H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
2,1.963636364,0.632727273,1.658181818,417,0.005263963,0.05263963,0.049894674,0.857287935
1.481818182,1.704545455,1.658181818,0.461818182,347,0.000692017,0.006920166,0.001961664,1.950247934
1.827272727,2.481818182,1.487272727,0.12,379,0.006295356,0.062953555,0.212007881,2.546886942
0.445454545,1.445454545,0.290909091,1.658181818,358,0.000688743,0.006887428,0.000289086,0.290142149
0.445454545,0.927272727,1.316363636,1.316363636,378,0.006414182,0.06414182,0.072780801,0.842233388
2,1.963636364,1.658181818,1.316363636,458,0.005525859,0.055258592,0.144093289,2.24668562
2,0.927272727,1.145454545,1.316363636,467,0.005575138,0.05575138,0.047846205,0.732882644
1.827272727,0.15,0.461818182,1.829090909,406,0.006684903,0.066849028,0.004486456,0.047798182
1.481818182,0.409090909,0.632727273,0.290909091,487,0.060985241,0.609852407,1.395200994,0.178601653
1.481818182,2.740909091,0.632727273,1.316363636,310,0.000661216,0.006612156,0.001098875,1.196631075
1.309090909,1.963636364,1.829090909,0.632727273,424,0.005077367,0.050773669,0.1341913,2.478251901
0.963636364,2.481818182,1.829090909,1.829090909,421,0.006951596,0.069515961,0.317925398,3.132235041
1.481818182,2.740909091,0.632727273,0.803636364,378,0.006209305,0.062093049,0.09690542,1.196631075
0.790909091,1.704545455,1.658181818,0.974545455,345,0.006113678,0.061136782,0.153107617,1.950247934
1.481818182,1.963636364,0.461818182,0.290909091,456,0.00540859,0.0540859,0.038445997,0.625721653
1.827272727,2.222727273,0.290909091,0.632727273,476,0.006016655,0.06016655,0.033923808,0.446161984
0.445454545,0.927272727,1.316363636,1.487272727,319,0.000614687,0.006146868,0.000668409,0.842233388
1.481818182,2.740909091,1.658181818,0.461818182,497,0.006057046,0.06057046,0.24165703,3.135998677
1.827272727,1.186363636,0.632727273,1.658181818,491,0.00596539,0.059653899,0.038713547,0.517944793
1.481818182,0.15,0.632727273,0.803636364,349,0.006239994,0.062399941,0.005355834,0.065487273
1.827272727,2.222727273,1.145454545,0.803636364,366,0.00617446,0.061744595,0.140673677,1.756762809
1.136363636,1.186363636,0.974545455,1.829090909,305,0.00068808,0.0068808,0.000793321,0.797754049
1.827272727,1.186363636,1.316363636,1.145454545,317,0.000655365,0.006553647,0.000972099,1.077563306
2,0.668181818,1.145454545,1.145454545,473,0.005692687,0.056926868,0.035946615,0.528106611
1.481818182,0.927272727,2,1.487272727,438,0.005056303,0.050563026,0.068715467,1.279636363
1.827272727,1.704545455,1.145454545,0.974545455,365,0.006171338,0.061713383,0.107769549,1.347210744
2,0.668181818,0.12,1.487272727,432,0.005184714,0.051847141,0.003123751,0.055325454
1.654545455,2.222727273,0.290909091,0.461818182,455,0.005719266,0.057192661,0.030653141,0.446161984
0.790909091,1.963636364,0.461818182,1.829090909,415,0.006854014,0.068540143,0.061740908,0.625721653
1.654545455,2.481818182,0.974545455,1.487272727,443,0.005184281,0.051842805,0.09421064,1.668864794
1.309090909,2.481818182,1.658181818,1.658181818,303,0.006556616,0.065566157,0.256396728,2.839560992
1.136363636,0.15,0.461818182,0.461818182,474,0.005807756,0.058077558,0.003386335,0.047798182
2,0.409090909,2,0.290909091,452,0.005491761,0.054917607,0.035762177,0.564545454
1.309090909,1.186363636,1.316363636,0.974545455,485,0.006074685,0.060746847,0.083520309,1.077563306
1.827272727,1.704545455,0.461818182,0.461818182,438,0.005149321,0.051493212,0.030250356,0.543161157
0.618181818,1.963636364,1.145454545,1.487272727,488,0.005989609,0.05989609,0.116946379,1.551986777
0.445454545,0.927272727,1.658181818,1.487272727,364,0.006211505,0.062115051,0.085977386,1.060934875
1.309090909,3,1.658181818,0.803636364,466,0.005811025,0.058110252,0.243450029,3.432436363
1.827272727,3,1.487272727,0.290909091,403,0.006028567,0.060285666,0.235012469,3.078654545
0.963636364,0.15,1.145454545,0.12,391,0.006652883,0.066528832,0.011021478,0.118554546
0.618181818,1.963636364,0.803636364,0.632727273,382,0.006271199,0.062711986,0.089944097,1.088854216
0.618181818,0.409090909,0.974545455,0.632727273,407,0.006622138,0.066221377,0.02533782,0.275087603
0.790909091,0.15,0.974545455,1.316363636,305,0.000688698,0.006886984,0.000100485,0.100865454
1.309090909,1.445454545,0.12,0.974545455,305,0.00063899,0.006389902,0.000102642,0.119683636
0.963636364,1.186363636,1.658181818,1.829090909,405,0.006749777,0.06749777,0.129891201,1.357372562
1.309090909,1.186363636,0.803636364,0.12,311,0.000585329,0.005853291,0.0004734,0.657849422
0.963636364,0.15,0.632727273,0.632727273,427,0.006996673,0.069966727,0.006733515,0.065487273
0.445454545,2.481818182,1.487272727,0.12,434,0.006940092,0.069400916,0.257656967,2.546886942
1.309090909,0.668181818,0.974545455,1.316363636,449,0.006499893,0.064998926,0.039871266,0.449309752
1.654545455,0.927272727,0.461818182,0.632727273,412,0.006897473,0.068974733,0.029526331,0.295479669
2,1.186363636,1.487272727,0.461818182,486,0.005784489,0.05784489,0.085563659,1.217467933
0.790909091,0.927272727,1.316363636,0.803636364,457,0.005403476,0.054034763,0.051651243,0.842233388
0.445454545,2.740909091,0.290909091,1.829090909,477,0.005715768,0.05715768,0.037753048,0.550175207
0.618181818,0.668181818,1.316363636,0.12,470,0.005760761,0.057607605,0.042303966,0.60690347
0.618181818,0.15,0.12,0.974545455,439,0.005160594,0.05160594,0.000694741,0.01242
1.827272727,1.963636364,1.316363636,2,456,0.006669787,0.066697867,0.166652465,1.783553058
1.481818182,2.222727273,0.461818182,0.461818182,342,0.006118405,0.06118405,0.055690941,0.708282149
0.618181818,0.409090909,0.632727273,0.290909091,490,0.006002932,0.060029318,0.013518052,0.178601653
0.963636364,0.15,0.632727273,0.290909091,444,0.006156451,0.061564511,0.005213383,0.065487273
0.618181818,0.409090909,0.803636364,1.658181818,343,0.000667503,0.006675029,0.000212293,0.226844628
2,0.15,1.316363636,0.290909091,346,0.000604466,0.006044655,0.000104559,0.136243636
1.309090909,3,2,1.829090909,359,0.000626779,0.006267788,0.003416101,4.14
1.827272727,1.704545455,1.145454545,1.658181818,303,0.000678398,0.006783984,0.001302288,1.347210744
0.445454545,1.963636364,1.487272727,1.145454545,438,0.006038163,0.060381628,0.154316451,2.015119339
0.618181818,1.963636364,1.316363636,1.658181818,319,0.006702245,0.067022446,0.16827841,1.783553058
1.136363636,1.704545455,1.145454545,0.12,385,0.006448106,0.064481057,0.117652633,1.347210744
0.618181818,0.668181818,0.803636364,0.12,302,0.000600314,0.006003135,0.000280454,0.370512893
2,1.186363636,1.829090909,2,478,0.005729361,0.057293611,0.103232493,1.497277189
0.445454545,0.409090909,0.803636364,0.12,348,0.00069594,0.006959404,0.000230767,0.226844628
0.618181818,0.15,0.632727273,0.461818182,463,0.005665882,0.056658817,0.004415641,0.065487273
0.445454545,0.409090909,1.145454545,0.632727273,453,0.005448595,0.054485953,0.020161261,0.323330578
2,1.186363636,0.12,1.829090909,385,0.005612827,0.056128267,0.006499998,0.098230909
1.827272727,1.963636364,0.290909091,1.829090909,438,0.005109667,0.051096674,0.021614965,0.394155372
1.827272727,1.704545455,0.12,0.632727273,399,0.006764617,0.067646165,0.013565228,0.141136364
0.618181818,0.409090909,0.974545455,0.974545455,317,0.000600941,0.006009408,0.000208659,0.275087603
1.481818182,1.186363636,0.974545455,1.487272727,428,0.005122523,0.05122523,0.043968198,0.797754049
0.445454545,0.409090909,0.803636364,0.290909091,491,0.005980831,0.059808312,0.017043289,0.226844628
1.827272727,0.409090909,0.290909091,2,307,0.000610266,0.00610266,6.42E-05,0.082115702
0.790909091,0.927272727,2,2,420,0.006816121,0.068161209,0.124871394,1.279636363
1.309090909,2.222727273,1.145454545,0.12,427,0.005128617,0.051286173,0.097054468,1.756762809
0.618181818,0.668181818,0.461818182,1.316363636,413,0.006871557,0.068715572,0.021116742,0.212919173
1.136363636,1.186363636,0.632727273,0.290909091,418,0.00680696,0.068069603,0.050407102,0.517944793
0.790909091,1.186363636,0.461818182,0.632727273,378,0.006414974,0.064149735,0.032676046,0.378040166
1.481818182,2.481818182,0.632727273,1.145454545,460,0.005397812,0.053978121,0.066309072,1.083516695
1.654545455,3,0.12,2,342,0.000640176,0.006401762,0.000213822,0.2484
0.790909091,0.409090909,1.658181818,0.290909091,406,0.006769045,0.067690454,0.045046156,0.468059504
0.790909091,1.963636364,0.12,0.290909091,427,0.005100905,0.051009049,0.008885619,0.162589091
1.309090909,1.186363636,0.461818182,0.461818182,455,0.005471382,0.054713822,0.023770257,0.378040166
1.827272727,2.481818182,0.461818182,0.12,351,0.000645764,0.006457637,0.00069269,0.790842645
0.790909091,3,0.974545455,1.658181818,416,0.006980539,0.069805386,0.206467705,2.017309092
0.445454545,2.740909091,0.974545455,0.632727273,374,0.006195719,0.061957192,0.148604203,1.843086943
1.309090909,1.963636364,0.461818182,0.974545455,432,0.006905211,0.069052109,0.06266671,0.625721653
0.445454545,1.445454545,1.829090909,0.290909091,352,0.000699313,0.006993126,0.001873844,1.82426876
2,2.481818182,1.829090909,0.12,379,0.006356487,0.063564866,0.265821702,3.132235041
0.445454545,0.927272727,1.316363636,0.632727273,347,0.006186301,0.061863014,0.067701209,0.842233388
0.790909091,2.222727273,0.803636364,1.829090909,480,0.005740744,0.057407441,0.085316503,1.23252248
1.827272727,0.668181818,0.290909091,1.829090909,306,0.00061107,0.0061107,0.000105193,0.134122314
0.618181818,2.740909091,0.632727273,0.974545455,349,0.000605898,0.006058977,0.0009227,1.196631075
1.654545455,2.481818182,1.829090909,0.461818182,301,0.000693819,0.006938187,0.003167001,3.132235041
1.654545455,0.668181818,1.658181818,0.12,425,0.006309624,0.063096239,0.063927049,0.76449719
0.963636364,2.222727273,1.658181818,1.145454545,300,0.000514846,0.005148463,0.001415873,2.543123306
0.790909091,2.222727273,1.829090909,1.829090909,368,0.006176966,0.061769657,0.224813692,2.805243471
2,2.481818182,0.290909091,2,483,0.005995185,0.059951852,0.037608271,0.498168595
2,0.927272727,1.316363636,0.12,357,0.00061838,0.006183799,0.000676464,0.842233388
0.963636364,0.927272727,1.316363636,0.12,312,0.000680478,0.006804775,0.000819147,0.842233388
0.445454545,1.186363636,0.803636364,1.658181818,458,0.005448403,0.054484031,0.041017273,0.657849422
0.963636364,2.481818182,0.12,0.290909091,357,0.005033378,0.050333779,0.010935061,0.205494546
0.790909091,1.186363636,0.461818182,2,470,0.006777425,0.067774252,0.03647281,0.378040166
1.827272727,0.15,0.461818182,0.461818182,393,0.006665384,0.066653838,0.004460294,0.047798182
0.790909091,2.481818182,1.316363636,0.632727273,354,0.005516723,0.055167227,0.144098366,2.254212892
0.618181818,0.409090909,1.487272727,1.316363636,470,0.00603999,0.060399902,0.032168723,0.419816529
1.481818182,2.740909091,0.461818182,0.12,407,0.006900227,0.069002269,0.087346058,0.873403141
2,1.704545455,1.487272727,1.487272727,388,0.006543634,0.065436335,0.157321488,1.749235537
1.481818182,1.963636364,1.145454545,0.290909091,350,0.000681898,0.006818983,0.001515755,1.551986777
1.654545455,3,2,0.974545455,338,0.000617448,0.006174483,0.003315151,4.14
2,3,2,0.632727273,334,0.000684274,0.006842741,0.004071574,4.14
1.309090909,3,2,0.461818182,438,0.005165675,0.051656745,0.232036461,4.14
0.790909091,0.15,0.632727273,0.632727273,333,0.000633024,0.006330237,5.51E-05,0.065487273
0.618181818,0.927272727,1.316363636,1.145454545,338,0.006103777,0.061037769,0.065907005,0.842233388
0.963636364,1.445454545,0.290909091,0.974545455,371,0.006510601,0.065106009,0.025831807,0.290142149
1.654545455,0.15,0.12,1.658181818,331,0.006223621,0.06223621,0.001010438,0.01242
1.827272727,0.15,0.290909091,0.803636364,316,0.000695995,0.006959948,3.06E-05,0.030109091
0.963636364,3,0.974545455,2,307,0.000691567,0.006915674,0.002026485,2.017309092
0.963636364,1.186363636,0.974545455,1.658181818,441,0.00514446,0.051444604,0.044345596,0.797754049
1.136363636,0.409090909,2,1.145454545,476,0.005802541,0.05802541,0.039924287,0.564545454
1.827272727,0.668181818,1.658181818,2,437,0.005290369,0.052903685,0.044941707,0.76449719
0.445454545,0.668181818,0.632727273,0.632727273,316,0.000627976,0.006279757,0.000241628,0.291716033
2,1.445454545,1.658181818,1.145454545,387,0.00643261,0.064326104,0.143734822,1.653810247
1.481818182,1.704545455,0.461818182,0.632727273,333,0.000619484,0.006194837,0.000437815,0.543161157
1.827272727,2.740909091,1.829090909,0.632727273,331,0.000667595,0.006675952,0.003238227,3.459226612
1.309090909,2.740909091,0.12,1.658181818,392,0.006521349,0.065213492,0.020272238,0.226947273
1.136363636,0.927272727,0.12,1.487272727,371,0.006074428,0.060744282,0.005950459,0.076778182
0.963636364,2.222727273,1.145454545,1.316363636,474,0.005828024,0.05828024,0.125330742,1.756762809
1.827272727,1.186363636,1.658181818,0.290909091,346,0.006194348,0.061943479,0.109393639,1.357372562
2,2.740909091,1.487272727,2,349,0.000652345,0.006523451,0.002514149,2.812770743
0.790909091,2.740909091,0.461818182,0.803636364,472,0.005530385,0.055303852,0.056108329,0.873403141
1.309090909,2.481818182,2,1.487272727,413,0.006761217,0.067612169,0.328852088,3.424909091
0.790909091,0.927272727,0.974545455,1.145454545,342,0.006020801,0.060208006,0.047475438,0.623531901
1.136363636,0.927272727,0.632727273,0.974545455,423,0.005184966,0.051849658,0.022859501,0.404830413
1.481818182,2.481818182,0.290909091,0.12,315,0.00068063,0.006806304,0.000484731,0.498168595
1.654545455,2.740909091,1.829090909,1.487272727,385,0.006524599,0.06524599,0.309306098,3.459226612
1.309090909,0.15,0.974545455,0.290909091,361,0.006121796,0.061217955,0.00793966,0.100865454
1.827272727,2.481818182,1.658181818,0.632727273,443,0.005146201,0.05146201,0.157952502,2.839560992
2,1.186363636,2,1.829090909,402,0.006761422,0.067614216,0.157208044,1.637181818
1.136363636,0.668181818,1.658181818,0.632727273,404,0.006884958,0.068849584,0.07611677,0.76449719
1.136363636,0.668181818,0.632727273,0.974545455,339,0.000612932,0.006129321,0.00023019,0.291716033
0.618181818,0.927272727,1.145454545,0.632727273,301,0.000651913,0.006519132,0.000654208,0.732882644
1.136363636,0.927272727,1.658181818,1.145454545,384,0.006480939,0.064809391,0.093597969,1.060934875
0.790909091,0.927272727,2,0.632727273,331,0.000618026,0.006180264,0.001026603,1.279636363
1.654545455,2.740909091,0.461818182,0.290909091,481,0.005950982,0.05950982,0.064967154,0.873403141
1.827272727,1.704545455,1.145454545,0.461818182,364,0.006085917,0.060859167,0.104806776,1.347210744
0.618181818,2.740909091,0.12,0.461818182,405,0.006651079,0.066510788,0.021086814,0.226947273
0.790909091,1.186363636,0.632727273,0.632727273,417,0.00696192,0.069619199,0.052728247,0.517944793
0.445454545,0.668181818,0.803636364,0.461818182,416,0.006650695,0.066506946,0.034422242,0.370512893
1.309090909,0.927272727,2,0.974545455,369,0.006148351,0.061483514,0.101602818,1.279636363
0.445454545,1.963636364,1.316363636,1.145454545,417,0.005131814,0.051318136,0.098657385,1.783553058
1.654545455,1.445454545,1.829090909,0.290909091,308,0.000539292,0.00539292,0.001114394,1.82426876
1.481818182,0.927272727,0.461818182,0.803636364,419,0.005049942,0.050499416,0.015827129,0.295479669
1.309090909,0.409090909,2,2,371,0.006465283,0.064652833,0.049565085,0.564545454
1.827272727,2.481818182,1.316363636,0.461818182,368,0.006127142,0.061271419,0.177751234,2.254212892
1.309090909,1.445454545,0.632727273,1.487272727,423,0.00697092,0.069709197,0.064409817,0.631059174
1.309090909,0.668181818,0.632727273,1.316363636,325,0.000631455,0.006314552,0.000244313,0.291716033
0.790909091,0.668181818,1.487272727,1.316363636,352,0.000675504,0.006755043,0.000657192,0.685700331
1.654545455,1.445454545,0.632727273,1.658181818,499,0.006005872,0.060058716,0.047810577,0.631059174
0.790909091,1.186363636,1.829090909,0.290909091,436,0.00516248,0.051624803,0.083814825,1.497277189
0.963636364,0.668181818,1.487272727,0.12,305,0.000538457,0.005384565,0.000417578,0.685700331
0.963636364,2.222727273,1.316363636,1.316363636,480,0.005706595,0.057065952,0.138091548,2.018882975
1.136363636,0.927272727,0.974545455,0.632727273,336,0.000698212,0.006982117,0.000638462,0.623531901
0.790909091,1.445454545,0.632727273,1.658181818,331,0.000679903,0.006799033,0.000612726,0.631059174
0.963636364,2.740909091,1.316363636,0.12,317,0.000612734,0.00612734,0.001963204,2.489542809
0.963636364,1.186363636,0.974545455,1.829090909,383,0.006905949,0.069059494,0.079913034,0.797754049
0.618181818,0.927272727,0.290909091,2,441,0.005140673,0.051406727,0.010331315,0.186128926
2,1.963636364,0.461818182,1.829090909,346,0.000650431,0.006504308,0.000556013,0.625721653
1.654545455,1.445454545,0.461818182,0.974545455,310,0.000642836,0.006428358,0.000399785,0.460600661
0.618181818,0.668181818,0.12,0.974545455,454,0.005719235,0.057192345,0.003801042,0.055325454
1.654545455,1.963636364,1.658181818,0.803636364,398,0.006994166,0.069941659,0.230842614,2.24668562
0.963636364,2.222727273,1.658181818,0.12,301,0.000668788,0.006687884,0.002389168,2.543123306
1.654545455,1.963636364,0.974545455,0.290909091,385,0.005639697,0.05639697,0.088211584,1.320420497
0.445454545,1.963636364,0.803636364,0.632727273,374,0.006226793,0.062267925,0.088674826,1.088854216
0.618181818,0.15,1.487272727,0.461818182,323,0.000612681,0.006126805,0.000121367,0.153932727
2,1.704545455,0.461818182,2,326,0.006151056,0.061510563,0.043164819,0.543161157
1.827272727,1.704545455,0.803636364,0.461818182,477,0.00620497,0.062049699,0.076436085,0.945185951
1.481818182,0.15,1.829090909,1.487272727,314,0.000531583,0.005315826,0.000112362,0.189310909
1.309090909,1.445454545,1.145454545,1.316363636,452,0.005466632,0.054666322,0.071708877,1.14243471
0.963636364,0.409090909,1.487272727,1.145454545,451,0.005544192,0.055441917,0.027104277,0.419816529
1.481818182,1.963636364,0.461818182,1.145454545,397,0.006526032,0.06526032,0.055973363,0.625721653
2,0.927272727,0.290909091,0.803636364,443,0.005157104,0.05157104,0.010397465,0.186128926
