H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
0.618181818,1.963636364,0.803636364,1.145454545,413,0.006739025,0.067390247,0.103864145,1.088854216
1.827272727,1.704545455,0.461818182,1.658181818,329,0.006857744,0.068577443,0.053652887,0.543161157
1.481818182,0.927272727,1.658181818,0.632727273,469,0.006124332,0.061243321,0.083581086,1.060934875
1.827272727,1.704545455,1.145454545,1.487272727,339,0.000678036,0.00678036,0.001300897,1.347210744
1.481818182,2.222727273,1.658181818,2,476,0.005754222,0.057542215,0.176865199,2.543123306
0.790909091,0.409090909,0.461818182,0.12,353,0.000616795,0.006167948,0.000104165,0.130358678
0.445454545,1.445454545,0.974545455,1.145454545,486,0.005769063,0.05769063,0.067946644,0.971976198
1.136363636,1.704545455,1.658181818,0.803636364,356,0.006849033,0.068490326,0.192154302,1.950247934
0.618181818,1.704545455,1.487272727,0.974545455,385,0.006477517,0.06477517,0.154158414,1.749235537
1.309090909,3,0.12,1.658181818,313,0.000676474,0.006764742,0.000238757,0.2484
1.309090909,2.222727273,1.658181818,1.316363636,461,0.005721429,0.057214288,0.174855071,2.543123306
1.827272727,0.668181818,1.658181818,0.632727273,374,0.00637815,0.063781502,0.065323162,0.76449719
1.481818182,0.15,1.658181818,1.658181818,467,0.006873198,0.068731984,0.017029115,0.171621818
1.827272727,2.481818182,2,0.12,461,0.005695335,0.056953346,0.233340087,3.424909091
1.654545455,0.15,0.12,1.145454545,351,0.006018711,0.060187106,0.000944997,0.01242
1.654545455,1.963636364,0.12,0.461818182,418,0.005039334,0.050393343,0.008672405,0.162589091
1.481818182,2.740909091,0.803636364,1.829090909,425,0.005020485,0.050204852,0.080463052,1.519859009
1.481818182,2.481818182,1.316363636,0.461818182,303,0.000643913,0.006439132,0.001963141,2.254212892
1.827272727,0.668181818,1.658181818,1.829090909,373,0.006192895,0.06192895,0.06158361,0.76449719
0.790909091,1.186363636,0.803636364,1.829090909,467,0.005712372,0.057123715,0.045088024,0.657849422
1.481818182,1.963636364,1.487272727,0.290909091,374,0.006103995,0.061039948,0.157699712,2.015119339
0.618181818,2.222727273,1.316363636,0.803636364,444,0.006052532,0.06052532,0.155341378,2.018882975
0.445454545,2.222727273,0.803636364,0.290909091,496,0.005854615,0.058546148,0.088734666,1.23252248
1.136363636,1.963636364,0.461818182,1.658181818,403,0.00677373,0.067737303,0.060302984,0.625721653
0.963636364,2.740909091,1.145454545,0.974545455,323,0.000630913,0.006309129,0.001811183,2.166314875
0.790909091,1.704545455,0.12,2,347,0.000606955,0.006069546,0.000109208,0.141136364
1.654545455,1.704545455,0.803636364,1.829090909,345,0.006603589,0.066035885,0.086572325,0.945185951
0.790909091,1.963636364,1.487272727,0.12,319,0.000638476,0.006384758,0.001725407,2.015119339
1.481818182,2.740909091,0.632727273,2,379,0.006278445,0.062784445,0.099075487,1.196631075
1.136363636,1.704545455,0.12,0.290909091,468,0.005716958,0.057169581,0.009688817,0.141136364
0.790909091,0.409090909,0.974545455,0.12,403,0.006766546,0.067665461,0.026454949,0.275087603
0.790909091,2.481818182,1.316363636,0.461818182,396,0.006663681,0.066636806,0.210244718,2.254212892
0.445454545,0.15,1.658181818,0.461818182,433,0.005165636,0.051656355,0.009618821,0.171621818
1.136363636,1.186363636,0.12,0.632727273,389,0.006387887,0.063878869,0.008419076,0.098230909
1.309090909,1.186363636,1.145454545,1.829090909,470,0.006432454,0.064324535,0.081489172,0.937658677
2,2.481818182,0.632727273,0.803636364,409,0.006857562,0.068575622,0.107022955,1.083516695
1.309090909,2.740909091,2,0.974545455,437,0.005112306,0.05112306,0.207639138,3.782454546
2,2.740909091,1.658181818,0.12,482,0.00632175,0.063217502,0.263240284,3.135998677
0.790909091,1.445454545,1.487272727,1.829090909,381,0.006446057,0.064460573,0.129459607,1.483351735
1.481818182,0.15,2,0.290909091,347,0.006180737,0.06180737,0.016609352,0.207
1.481818182,1.445454545,0.12,0.632727273,441,0.005178548,0.051785484,0.00674144,0.119683636
0.618181818,2.740909091,0.803636364,0.803636364,497,0.006475486,0.064754859,0.133859699,1.519859009
0.445454545,0.668181818,0.632727273,1.829090909,410,0.005204657,0.05204657,0.01659764,0.291716033
0.618181818,0.15,1.145454545,1.658181818,382,0.006193321,0.061933206,0.009551403,0.118554546
1.481818182,2.481818182,1.658181818,0.12,452,0.005654496,0.056544964,0.190695693,2.839560992
0.963636364,1.963636364,0.803636364,2,490,0.00601945,0.060194499,0.082867677,1.088854216
1.136363636,0.409090909,1.829090909,0.461818182,383,0.006457126,0.064571262,0.045215213,0.516302479
0.963636364,2.740909091,1.658181818,1.829090909,354,0.0006722,0.006721995,0.002976282,3.135998677
1.827272727,2.222727273,1.316363636,1.316363636,478,0.006249609,0.062496085,0.165622215,2.018882975
0.963636364,3,0.803636364,2,487,0.005890862,0.058908622,0.121252157,1.663527273
1.827272727,1.186363636,0.12,0.803636364,392,0.006620328,0.066203278,0.009042926,0.098230909
1.309090909,0.409090909,0.290909091,2,391,0.006414725,0.06414725,0.007097152,0.082115702
0.618181818,1.963636364,1.658181818,1.316363636,342,0.000639626,0.006396256,0.001930616,2.24668562
2,2.740909091,1.487272727,0.803636364,461,0.005603654,0.056036535,0.185514859,2.812770743
2,1.186363636,2,1.658181818,409,0.006681087,0.066810874,0.153494577,1.637181818
1.136363636,2.740909091,2,1.658181818,401,0.00667951,0.066795102,0.35445799,3.782454546
0.790909091,0.927272727,0.974545455,0.290909091,360,0.00612614,0.061261397,0.049151218,0.623531901
0.272727273,3,1.829090909,0.632727273,342,0.000695156,0.006951562,0.003843017,3.786218182
1.481818182,0.15,0.461818182,0.803636364,313,0.000652411,0.006524107,4.27E-05,0.047798182
2,0.15,2,0.12,442,0.006382922,0.063829215,0.017713777,0.207
0.790909091,3,0.803636364,1.316363636,318,0.000681363,0.006813627,0.00162214,1.663527273
2,0.409090909,2,1.829090909,338,0.000619077,0.006190773,0.000454455,0.564545454
2,0.409090909,0.632727273,1.658181818,497,0.006073611,0.060736114,0.013838254,0.178601653
1.136363636,1.704545455,0.974545455,0.461818182,357,0.006207603,0.062076028,0.092770402,1.146198348
0.963636364,0.927272727,1.487272727,2,337,0.006005112,0.060051119,0.07207609,0.951584132
0.445454545,3,1.145454545,0.632727273,380,0.006273405,0.062734053,0.196000291,2.371090908
1.654545455,0.409090909,2,1.487272727,310,0.00066257,0.0066257,0.000520552,0.564545454
0.618181818,3,0.461818182,1.829090909,488,0.006393985,0.063939849,0.082089272,0.955963637
1.654545455,0.409090909,1.145454545,2,410,0.006793635,0.067936352,0.031343901,0.323330578
0.790909091,2.481818182,1.487272727,0.803636364,389,0.006751534,0.067515344,0.24384646,2.546886942
0.618181818,2.222727273,1.829090909,0.974545455,396,0.006561748,0.065617483,0.25369477,2.805243471
0.272727273,3,1.487272727,0.974545455,317,0.000651716,0.006517162,0.002746501,3.078654545
1.654545455,1.704545455,1.487272727,1.658181818,305,0.000667345,0.00667345,0.001636255,1.749235537
0.445454545,0.15,0.632727273,2,424,0.006898227,0.068982274,0.006545363,0.065487273
0.790909091,0.927272727,0.12,1.658181818,450,0.005277885,0.052778847,0.004492204,0.076778182
1.827272727,1.186363636,0.461818182,0.290909091,332,0.000606777,0.006067768,0.000292346,0.378040166
1.309090909,1.186363636,1.487272727,0.290909091,382,0.006392591,0.063925909,0.10449925,1.217467933
0.445454545,3,0.974545455,0.803636364,489,0.005952922,0.059529217,0.150153204,2.017309092
1.654545455,1.445454545,1.316363636,1.829090909,338,0.000694768,0.006947684,0.001331102,1.312893223
0.963636364,3,0.632727273,0.632727273,353,0.000623778,0.006237782,0.001070407,1.309745455
0.790909091,2.481818182,1.316363636,1.145454545,435,0.005272281,0.05272281,0.131611502,2.254212892
0.445454545,0.927272727,0.290909091,0.461818182,320,0.000651632,0.006516321,0.000166005,0.186128926
1.136363636,2.481818182,1.145454545,0.12,397,0.006682547,0.066825471,0.183985157,1.961538842
1.309090909,2.740909091,1.658181818,1.145454545,377,0.006278521,0.062785211,0.259652439,3.135998677
1.136363636,0.15,1.658181818,0.803636364,319,0.006087054,0.060870536,0.013356374,0.171621818
0.790909091,1.186363636,1.316363636,1.829090909,385,0.006392411,0.063924108,0.092485567,1.077563306
1.827272727,0.409090909,0.803636364,0.461818182,344,0.006427371,0.06427371,0.019683261,0.226844628
1.481818182,3,0.974545455,1.487272727,421,0.00686889,0.068688897,0.199915906,2.017309092
1.827272727,0.15,1.829090909,0.12,371,0.006418348,0.064183475,0.016380378,0.189310909
0.963636364,0.927272727,1.145454545,0.803636364,431,0.006837908,0.068379082,0.071975185,0.732882644
0.618181818,0.15,1.316363636,0.12,429,0.006905101,0.069051005,0.013644513,0.136243636
1.481818182,0.15,0.290909091,0.461818182,373,0.006695726,0.066957256,0.002835272,0.030109091
1.136363636,1.963636364,0.803636364,0.974545455,421,0.005014747,0.050147468,0.057513471,1.088854216
1.309090909,1.963636364,0.974545455,2,318,0.006087835,0.060878345,0.102787369,1.320420497
0.963636364,1.963636364,0.974545455,0.803636364,372,0.006307943,0.063079431,0.110354389,1.320420497
1.309090909,3,0.290909091,1.487272727,336,0.000630671,0.006306713,0.000503078,0.602181818
1.136363636,0.927272727,1.829090909,1.658181818,331,0.000663143,0.006631427,0.001080955,1.170285619
0.445454545,1.704545455,1.829090909,1.658181818,465,0.00593952,0.059395201,0.159403371,2.151260331
0.445454545,2.481818182,0.632727273,2,348,0.000666734,0.00666734,0.001011679,1.083516695
0.963636364,0.15,2,2,316,0.000645193,0.006451929,0.000180989,0.207
1.654545455,3,0.974545455,0.290909091,414,0.00681749,0.0681749,0.196935171,2.017309092
1.481818182,1.186363636,1.487272727,0.632727273,487,0.005920658,0.059206582,0.08963948,1.217467933
1.136363636,2.481818182,1.316363636,0.974545455,348,0.000630952,0.006309515,0.001884902,2.254212892
1.827272727,1.186363636,1.145454545,1.658181818,317,0.006282334,0.062823342,0.07773,0.937658677
1.309090909,2.740909091,0.12,1.829090909,413,0.006706754,0.067067542,0.021441322,0.226947273
0.618181818,2.481818182,1.316363636,0.632727273,333,0.000653283,0.006532828,0.002020688,2.254212892
0.445454545,0.15,1.658181818,2,323,0.000645591,0.006455909,0.000150241,0.171621818
0.963636364,3,1.145454545,0.12,332,0.000696226,0.006962264,0.002414076,2.371090908
2,0.15,1.829090909,0.290909091,314,0.006347254,0.063472544,0.016019512,0.189310909
1.309090909,3,0.803636364,1.145454545,453,0.005341119,0.053411193,0.099677308,1.663527273
1.309090909,1.445454545,0.290909091,1.829090909,335,0.000676048,0.006760482,0.000278527,0.290142149
1.481818182,1.704545455,2,2,370,0.005568132,0.055681318,0.153182271,2.352272728
1.827272727,0.668181818,2,1.145454545,318,0.000592703,0.005927034,0.000680378,0.922090909
0.963636364,2.481818182,0.803636364,0.12,424,0.006977482,0.069774816,0.140727137,1.376190745
1.654545455,1.963636364,1.829090909,0.290909091,492,0.00594389,0.059438898,0.183902979,2.478251901
0.790909091,2.481818182,0.12,0.290909091,345,0.000658292,0.006582919,0.000187042,0.205494546
0.790909091,1.704545455,1.658181818,1.316363636,407,0.006674736,0.066747361,0.182498729,1.950247934
1.309090909,0.927272727,2,2,411,0.006758556,0.067585559,0.122771118,1.279636363
1.136363636,2.222727273,0.974545455,1.658181818,338,0.000648099,0.006480993,0.001318628,1.494642646
0.445454545,2.222727273,0.290909091,2,311,0.000671884,0.006718843,0.000423042,0.446161984
1.481818182,1.704545455,1.487272727,0.461818182,469,0.006556868,0.065568684,0.157958516,1.749235537
1.654545455,0.15,0.974545455,1.316363636,455,0.00625391,0.062539103,0.00828605,0.100865454
1.827272727,3,2,1.316363636,422,0.005047849,0.050478486,0.221571961,4.14
2,2.481818182,1.145454545,0.803636364,375,0.006217204,0.062172044,0.159253513,1.961538842
1.827272727,0.927272727,0.974545455,0.461818182,446,0.006234913,0.062349134,0.050912139,0.623531901
0.963636364,1.186363636,0.974545455,0.803636364,403,0.006579332,0.065793322,0.072532804,0.797754049
0.790909091,3,0.290909091,0.290909091,321,0.000610426,0.006104255,0.000471297,0.602181818
1.309090909,2.222727273,0.290909091,0.974545455,339,0.000690408,0.006904082,0.00044669,0.446161984
1.654545455,1.704545455,0.12,1.487272727,469,0.00570397,0.057039702,0.009644845,0.141136364
1.309090909,0.927272727,1.487272727,1.829090909,354,0.006327582,0.063275817,0.080024788,0.951584132
1.136363636,0.668181818,0.290909091,2,474,0.005686791,0.056867913,0.0091104,0.134122314
1.654545455,0.668181818,0.12,0.974545455,453,0.005304672,0.053046717,0.00326997,0.055325454
0.963636364,2.740909091,2,0.632727273,433,0.005189155,0.051891547,0.213928562,3.782454546
1.481818182,0.668181818,1.145454545,0.12,338,0.000621534,0.006215344,0.000428503,0.528106611
2,2.481818182,2,0.12,464,0.005548298,0.055482983,0.221447342,3.424909091
1.309090909,0.927272727,0.461818182,1.145454545,471,0.006460399,0.064603992,0.025902885,0.295479669
0.445454545,3,1.829090909,0.290909091,364,0.006515109,0.065151087,0.337559852,3.786218182
1.827272727,1.186363636,1.658181818,1.316363636,430,0.005118922,0.051189217,0.074706408,1.357372562
0.445454545,1.186363636,2,1.316363636,430,0.005006889,0.050068886,0.086205423,1.637181818
0.445454545,0.409090909,2,2,448,0.00537361,0.053736098,0.034239939,0.564545454
1.827272727,2.740909091,1.829090909,1.145454545,316,0.000634867,0.006348672,0.002928509,3.459226612
2,1.186363636,2,0.461818182,463,0.005641631,0.056416312,0.109448072,1.637181818
0.790909091,0.409090909,0.290909091,0.461818182,419,0.005102664,0.051026636,0.004490781,0.082115702
1.827272727,0.927272727,1.487272727,1.658181818,430,0.005001534,0.05001534,0.049998326,0.951584132
2,0.15,1.829090909,1.658181818,301,0.000615784,0.006157838,0.000150777,0.189310909
0.963636364,2.740909091,1.316363636,2,411,0.0069077,0.069077004,0.249510257,2.489542809
1.136363636,2.222727273,2,1.487272727,339,0.000658541,0.006585411,0.002794042,3.067363637
1.136363636,1.445454545,2,2,489,0.006127685,0.06127685,0.157317924,1.994727272
0.618181818,0.668181818,0.461818182,2,442,0.005223176,0.05223176,0.012200733,0.212919173
1.481818182,1.186363636,1.487272727,0.12,307,0.000669594,0.00669594,0.001146522,1.217467933
1.309090909,2.740909091,1.829090909,1.658181818,306,0.000564465,0.005644654,0.002315024,3.459226612
1.827272727,1.445454545,1.145454545,0.632727273,406,0.006594982,0.065949819,0.104366333,1.14243471
1.481818182,1.704545455,0.803636364,1.829090909,490,0.006287669,0.062876693,0.078487132,0.945185951
0.618181818,1.963636364,1.829090909,0.803636364,389,0.006331726,0.063317259,0.208685118,2.478251901
1.136363636,0.668181818,1.829090909,0.12,393,0.00653852,0.065385198,0.07572508,0.843294049
1.309090909,1.963636364,1.658181818,0.974545455,330,0.00063317,0.006331702,0.001891843,2.24668562
0.618181818,1.704545455,1.145454545,0.12,421,0.00661554,0.066155395,0.123841981,1.347210744
0.963636364,0.927272727,0.974545455,0.803636364,325,0.000656525,0.006565253,0.000564499,0.623531901
0.618181818,1.704545455,0.803636364,0.290909091,307,0.006335138,0.063351376,0.079676671,0.945185951
0.445454545,2.740909091,0.290909091,0.803636364,429,0.005075973,0.050759726,0.029774287,0.550175207
1.481818182,0.409090909,0.803636364,2,367,0.006073668,0.06073668,0.017576501,0.226844628
0.790909091,2.740909091,2,0.803636364,403,0.006536997,0.065369971,0.339494014,3.782454546
0.790909091,1.445454545,1.487272727,0.803636364,327,0.000623476,0.006234756,0.001211114,1.483351735
1.827272727,2.222727273,0.12,0.632727273,382,0.006425806,0.064258062,0.015961496,0.184041818
1.827272727,0.409090909,0.12,1.658181818,498,0.006495686,0.064956859,0.00300194,0.033872727
2,0.15,1.145454545,1.316363636,401,0.006048046,0.06048046,0.00910857,0.118554546
1.309090909,2.740909091,1.658181818,1.316363636,344,0.000660294,0.006602939,0.002871787,3.135998677
1.654545455,1.704545455,0.290909091,0.461818182,410,0.006958757,0.069587569,0.03480007,0.342148761
0.618181818,0.409090909,0.632727273,2,459,0.006483343,0.064833429,0.015768315,0.178601653
0.790909091,1.704545455,1.316363636,0.974545455,354,0.000688947,0.006889474,0.001543503,1.548223141
0.790909091,2.740909091,0.974545455,1.487272727,381,0.006252106,0.062521055,0.15132136,1.843086943
0.790909091,0.409090909,0.290909091,0.290909091,472,0.006437089,0.06437089,0.007146725,0.082115702
0.790909091,2.740909091,0.803636364,2,300,0.006391043,0.063910431,0.130391299,1.519859009
0.445454545,0.15,1.487272727,0.12,402,0.006859751,0.068597506,0.015214211,0.153932727
1.136363636,1.963636364,1.658181818,0.290909091,318,0.000667064,0.006670635,0.002099803,2.24668562
1.136363636,0.15,2,0.974545455,338,0.000633051,0.00633051,0.000174241,0.207
0.963636364,1.445454545,0.290909091,0.12,318,0.000622952,0.006229516,0.000236495,0.290142149
1.654545455,2.740909091,1.487272727,0.974545455,403,0.005836861,0.058368614,0.201277355,2.812770743
0.790909091,1.963636364,0.974545455,0.974545455,312,0.00626145,0.062614498,0.108733629,1.320420497
0.445454545,1.186363636,2,0.632727273,357,0.006180034,0.061800336,0.131334977,1.637181818
1.654545455,0.15,1.829090909,0.803636364,460,0.005574925,0.055749252,0.012358209,0.189310909
2,1.963636364,1.145454545,0.290909091,378,0.006369259,0.063692594,0.132241482,1.551986777
1.136363636,1.445454545,1.829090909,0.290909091,359,0.006009093,0.060090928,0.138359334,1.82426876
0.963636364,3,1.487272727,0.632727273,325,0.000684299,0.006842994,0.003027995,3.078654545
1.481818182,2.740909091,0.290909091,1.487272727,498,0.006013806,0.060138059,0.041792817,0.550175207
0.963636364,1.186363636,0.632727273,0.12,403,0.006676327,0.066763273,0.048490932,0.517944793
1.827272727,0.409090909,2,0.803636364,350,0.000668282,0.006682824,0.000529567,0.564545454
0.618181818,2.740909091,0.290909091,1.145454545,444,0.005210943,0.052109432,0.031378741,0.550175207
1.481818182,2.481818182,1.487272727,2,338,0.000635822,0.00635822,0.002162632,2.546886942
1.136363636,0.927272727,0.632727273,0.290909091,472,0.005680877,0.056808768,0.027441364,0.404830413
2,0.927272727,0.632727273,1.658181818,398,0.005065252,0.050652515,0.021816093,0.404830413
0.618181818,1.186363636,0.12,1.658181818,319,0.000637792,0.006377915,8.39E-05,0.098230909
0.963636364,0.409090909,1.316363636,0.12,475,0.005896213,0.058962126,0.027132692,0.371573553
1.654545455,0.927272727,1.658181818,1.316363636,314,0.000584899,0.005848985,0.000762345,1.060934875
0.790909091,0.668181818,2,1.145454545,445,0.00633469,0.063346898,0.077718832,0.922090909
1.309090909,2.481818182,1.145454545,1.145454545,335,0.000695906,0.006959063,0.001995264,1.961538842
0.618181818,0.927272727,0.974545455,0.803636364,432,0.005195107,0.051951066,0.035346745,0.623531901
0.618181818,3,1.658181818,0.803636364,420,0.006909188,0.069091878,0.344158347,3.432436363
1.827272727,0.409090909,1.145454545,2,398,0.006896101,0.068961006,0.032296523,0.323330578
1.827272727,2.740909091,1.487272727,1.487272727,351,0.000673054,0.006730535,0.002676303,2.812770743
2,2.481818182,0.290909091,0.803636364,323,0.000616796,0.006167956,0.000398071,0.498168595
1.654545455,0.927272727,0.461818182,0.12,430,0.006857675,0.068576753,0.029186583,0.295479669
0.790909091,0.409090909,0.803636364,0.12,308,0.000686592,0.006865922,0.000224609,0.226844628
0.790909091,2.481818182,0.803636364,1.829090909,373,0.006509266,0.06509266,0.122474166,1.376190745
0.445454545,0.927272727,1.487272727,2,331,0.005154269,0.051542686,0.053098604,0.951584132
1.136363636,0.927272727,1.829090909,0.461818182,336,0.00061905,0.006190504,0.000941989,1.170285619
1.136363636,1.963636364,0.632727273,1.829090909,358,0.006060249,0.060602487,0.06613166,0.857287935
0.445454545,0.668181818,0.461818182,0.632727273,378,0.006470679,0.064706787,0.01872476,0.212919173
1.136363636,3,0.974545455,0.803636364,470,0.005547973,0.055479729,0.130419619,2.017309092
0.618181818,3,1.829090909,1.145454545,467,0.005607108,0.056071082,0.25002609,3.786218182
0.790909091,1.186363636,0.803636364,0.12,458,0.005571101,0.055711009,0.042885489,0.657849422
0.445454545,1.963636364,0.974545455,1.316363636,337,0.000636911,0.006369111,0.00112505,1.320420497
0.790909091,2.222727273,1.145454545,1.658181818,307,0.000504507,0.005045073,0.000939182,1.756762809
1.309090909,3,1.316363636,1.658181818,462,0.005447011,0.054470114,0.169810527,2.724872727
0.790909091,0.927272727,1.658181818,0.12,337,0.006517223,0.065172229,0.094648927,1.060934875
1.309090909,2.740909091,0.12,1.487272727,431,0.006993215,0.069932149,0.023312054,0.226947273
1.827272727,2.222727273,2,0.632727273,347,0.00065444,0.006544401,0.002759351,3.067363637
1.481818182,2.222727273,1.658181818,0.803636364,434,0.005603452,0.056034524,0.167718361,2.543123306
1.654545455,1.963636364,0.803636364,0.290909091,430,0.006207816,0.062078161,0.088135169,1.088854216
1.827272727,0.668181818,1.829090909,0.803636364,435,0.005726275,0.057262745,0.058079809,0.843294049
0.618181818,0.409090909,0.290909091,0.290909091,478,0.005775012,0.057750117,0.005752197,0.082115702
1.136363636,1.186363636,0.12,1.316363636,487,0.005816802,0.058168019,0.006981014,0.098230909
1.481818182,0.668181818,1.487272727,2,376,0.00636124,0.063612402,0.05828003,0.685700331
0.445454545,1.445454545,0.12,0.12,321,0.006347791,0.063477909,0.010129356,0.119683636
0.445454545,2.740909091,1.829090909,1.487272727,364,0.006174499,0.061744992,0.277002896,3.459226612
1.136363636,0.409090909,0.632727273,0.461818182,308,0.000624595,0.006245945,0.000146347,0.178601653
1.654545455,0.668181818,2,0.632727273,335,0.000684957,0.006849565,0.00090866,0.922090909
0.618181818,0.927272727,1.487272727,1.829090909,320,0.000644676,0.006446764,0.000830678,0.951584132
1.481818182,0.927272727,2,0.803636364,447,0.005421486,0.054214856,0.078999621,1.279636363
0.963636364,0.409090909,1.487272727,0.461818182,347,0.000602661,0.006026607,0.000320263,0.419816529
1.136363636,2.740909091,1.145454545,0.12,388,0.006342493,0.063424931,0.183038904,2.166314875
0.963636364,1.186363636,2,1.658181818,436,0.005384443,0.053844429,0.099696585,1.637181818
2,1.186363636,1.145454545,0.461818182,446,0.006485961,0.064859606,0.082850514,0.937658677
1.654545455,1.445454545,1.145454545,2,410,0.006771711,0.067717108,0.110034788,1.14243471
1.654545455,1.704545455,0.632727273,1.829090909,350,0.000696893,0.006968933,0.000759117,0.744173554
1.654545455,2.740909091,1.316363636,0.632727273,376,0.006316043,0.063160429,0.208598682,2.489542809
1.481818182,2.222727273,1.145454545,0.290909091,479,0.005790292,0.057902921,0.123713158,1.756762809
0.445454545,1.704545455,0.290909091,1.658181818,409,0.006602056,0.066020563,0.031323857,0.342148761
1.481818182,1.704545455,0.974545455,0.632727273,427,0.006059411,0.060594105,0.08839391,1.146198348
0.963636364,1.445454545,1.487272727,1.829090909,391,0.006500071,0.065000714,0.131638285,1.483351735
1.309090909,2.481818182,0.974545455,1.829090909,430,0.005039195,0.050391953,0.089011343,1.668864794
1.827272727,0.927272727,0.803636364,2,323,0.000619522,0.006195216,0.000414506,0.514181157
1.481818182,0.668181818,1.145454545,1.658181818,342,0.000610093,0.006100927,0.000412872,0.528106611
1.309090909,0.927272727,0.12,0.12,313,0.000679144,0.006791442,7.44E-05,0.076778182
0.618181818,3,0.803636364,1.487272727,336,0.000659368,0.006593684,0.001519106,1.663527273
1.309090909,1.704545455,0.290909091,0.974545455,396,0.006472915,0.064729152,0.030110407,0.342148761
0.618181818,0.15,1.316363636,1.145454545,473,0.00553313,0.055331299,0.008761123,0.136243636
1.309090909,1.445454545,0.803636364,2,457,0.006550432,0.065504321,0.072236189,0.801517686
0.963636364,2.481818182,0.461818182,0.803636364,464,0.00657523,0.065752295,0.071814763,0.790842645
0.618181818,2.481818182,0.461818182,0.632727273,346,0.000665214,0.006652139,0.000735046,0.790842645
0.790909091,0.668181818,0.290909091,1.316363636,451,0.005297317,0.052973174,0.007905236,0.134122314
1.481818182,3,1.658181818,1.487272727,486,0.005998017,0.05998017,0.259369973,3.432436363
2,2.740909091,0.803636364,2,471,0.006421724,0.064217235,0.131646199,1.519859009
1.481818182,2.222727273,0.803636364,0.803636364,487,0.006275898,0.062758983,0.101964375,1.23252248
2,0.409090909,0.974545455,2,314,0.000658105,0.006581051,0.000250244,0.275087603
0.618181818,1.186363636,1.145454545,0.461818182,464,0.005601687,0.056016871,0.061799404,0.937658677
1.654545455,1.445454545,2,1.487272727,373,0.006186799,0.061867993,0.160367884,1.994727272
1.481818182,0.927272727,0.632727273,1.829090909,347,0.000641584,0.006415835,0.000350011,0.404830413
1.481818182,1.963636364,1.145454545,0.803636364,453,0.005671712,0.056717118,0.104862002,1.551986777
0.445454545,0.15,0.803636364,0.12,317,0.000658688,0.006586884,7.58E-05,0.083176364
1.654545455,1.704545455,0.12,1.829090909,439,0.005834157,0.058341572,0.010090135,0.141136364
2,0.15,0.632727273,2,320,0.000652265,0.006522653,5.85E-05,0.065487273
0.445454545,1.963636364,0.974545455,0.12,422,0.00502334,0.050233404,0.069984086,1.320420497
2,0.15,0.803636364,1.658181818,339,0.000638865,0.006388647,7.13E-05,0.083176364
1.481818182,1.445454545,1.487272727,0.974545455,354,0.006146827,0.061468271,0.117719378,1.483351735
1.136363636,0.927272727,0.461818182,1.658181818,316,0.000674383,0.006743831,0.000282256,0.295479669
0.790909091,1.963636364,1.829090909,0.974545455,444,0.006286239,0.062862385,0.205697482,2.478251901
0.618181818,1.963636364,0.803636364,0.974545455,303,0.000565672,0.005656722,0.000731815,1.088854216
1.481818182,2.222727273,1.316363636,0.461818182,384,0.006384674,0.063846739,0.172858367,2.018882975
0.963636364,2.481818182,0.290909091,0.803636364,401,0.005797871,0.057978713,0.035173477,0.498168595
2,1.704545455,0.290909091,1.316363636,307,0.005089063,0.050890627,0.018611972,0.342148761
1.136363636,1.445454545,0.803636364,1.145454545,317,0.000596819,0.005968187,0.000599653,0.801517686
1.827272727,0.668181818,1.316363636,1.316363636,312,0.000612246,0.00612246,0.00047783,0.60690347
1.827272727,0.15,0.803636364,0.632727273,385,0.006292968,0.062929676,0.006918513,0.083176364
2,0.409090909,1.316363636,0.632727273,451,0.005263494,0.052634938,0.021621949,0.371573553
1.136363636,3,0.803636364,1.316363636,352,0.00062125,0.006212495,0.00134854,1.663527273
1.481818182,0.15,1.316363636,0.12,325,0.000666961,0.00666961,0.000127297,0.136243636
0.272727273,3,1.829090909,0.12,358,0.006653883,0.066538831,0.352093322,3.786218182
0.790909091,1.704545455,0.974545455,1.145454545,324,0.000665727,0.006657268,0.001066974,1.146198348
1.309090909,2.740909091,1.316363636,0.290909091,419,0.005129633,0.051296325,0.137592234,2.489542809
0.963636364,1.445454545,2,1.829090909,388,0.006874092,0.068740921,0.197977592,1.994727272
0.618181818,2.222727273,0.461818182,2,341,0.000620744,0.006207442,0.000573236,0.708282149
1.827272727,0.668181818,0.632727273,1.658181818,500,0.006114116,0.061141157,0.022904954,0.291716033
0.963636364,2.222727273,0.803636364,1.829090909,319,0.000677402,0.006774021,0.001187927,1.23252248
1.827272727,3,0.461818182,1.145454545,300,0.000691368,0.00691368,0.000959758,0.955963637
1.309090909,2.481818182,0.290909091,2,448,0.005512706,0.055127059,0.031798586,0.498168595
0.445454545,2.740909091,0.461818182,1.829090909,384,0.006269149,0.062691493,0.072099756,0.873403141
0.963636364,2.222727273,1.145454545,2,301,0.000655032,0.006550315,0.001583213,1.756762809
1.136363636,3,0.803636364,0.974545455,333,0.006606284,0.066062842,0.152491715,1.663527273
1.136363636,1.704545455,0.12,0.803636364,300,0.000676743,0.006767431,0.000135765,0.141136364
0.445454545,0.927272727,1.487272727,1.829090909,304,0.000631126,0.006311261,0.000796125,0.951584132
