LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn", PDmax, flux (W)
3.994685838,0.737122983,4.434133445,3.219626637,0.401354936,1.81E-08,422.0136677,0.032635685,-0.025874757,46.37000218,1.291514924
3.969148301,1.860315005,1.269548845,1.862481166,0.060142502,1.03E-09,307.6136462,0.036064874,-0.022441297,28.33335867,0.164116528
4.301524527,2.351273803,2.416408524,1.401621368,0.367111771,9.21E-08,454.2363392,0.040015697,-0.018464845,72.67651502,0.333100663
3.924607959,2.392317113,1.342279017,2.941565915,0.499031689,2.19E-09,322.3412244,0.034536518,-0.023927592,14.34866091,0.29142323
3.317991447,2.016790505,3.979868181,2.480985378,0.904104308,2.08E-08,382.1376343,-0.010443533,-0.010443905,6.218184077,1.141837116
1.09060195,0.916968338,2.63467688,2.25550946,0.896930873,2.70E-08,463.4892005,0.035150242,-0.022876583,175.331201,1.768249885
0.646367808,2.493551385,2.080146608,3.526552378,0.212786634,2.20E-09,439.0697993,0.023837634,-0.033394312,61.84784098,3.053108746
4.643815315,2.300278334,2.124948383,3.607279844,0.216631888,1.67E-09,301.2085394,0.035882377,-0.022590776,19.5124928,0.454654055
3.274926415,0.715339429,4.33496393,0.706640252,0.197043311,2.02E-09,380.6064669,0.040493849,-0.018026552,79.79609493,1.253963455
4.084417809,1.659524562,2.991982794,2.024350224,0.760029739,3.12E-09,308.3855034,0.032419352,-0.026036414,46.68928151,0.561226878
2.666850582,0.934943499,3.73040533,2.352940476,0.055419836,2.17E-09,434.6999722,0.03752159,-0.020941512,98.5916188,1.308440998
1.02788685,1.343692614,4.536673323,0.936014725,0.164459478,2.23E-08,493.7896984,0.037075347,-0.020892128,246.3036244,4.328833448
1.063336065,0.545202731,4.557837542,1.5615539,0.534163668,6.94E-09,431.0522525,0.0373249,-0.020677286,278.8670728,4.365981763
3.585043793,1.500824671,1.978290745,0.732388088,0.27280586,1.19E-08,344.8744862,0.036101127,-0.022423906,77.67199952,0.249158436
2.436376527,1.874692303,4.786030684,4.983089444,0.133120812,1.24E-09,371.0466064,0.032788199,-0.025463119,56.80757401,2.908026963
1.40236127,2.048956482,0.611941469,3.814507413,0.373890211,5.28E-08,495.3301111,0.031585079,-0.026581565,4.905812724,0.95727236
2.71217546,2.158725863,2.195760025,0.893525704,0.296786845,2.19E-09,344.8104824,0.048725593,-0.009674137,186.1514045,0.408674514
0.788940217,2.590728283,4.531094859,0.591122209,0.509993876,5.25E-09,412.3058146,0.040978766,-0.016025658,278.4807023,5.443978467
3.118871309,1.038657268,1.735865959,3.736795101,0.931310234,1.39E-09,380.0907617,-0.009266849,-0.009268087,1.338598224,0.586703558
1.71047032,0.801204556,1.728866526,2.476364746,0.161874173,1.88E-09,453.6630596,0.036859965,-0.02156427,70.88598602,0.689966033
4.089015953,2.62884293,1.861800283,4.040585191,0.385454034,2.15E-08,473.4778544,0.031278004,-0.027161177,11.47671914,0.531091935
1.896628815,0.891532037,3.255410232,4.65564217,0.888786516,2.43E-08,368.1674549,-0.006732704,-0.006736221,2.138158443,2.223362819
2.548490671,2.936900203,2.47249749,3.196851751,0.839185739,2.26E-08,432.0792727,0.032040513,-0.026107311,41.00678274,0.863002791
0.55229243,2.606345573,3.770306764,1.341987903,0.404843931,1.27E-08,409.8095395,0.041104988,-0.01548489,650.6979706,5.549089387
0.826010995,1.752191515,4.527097892,4.019873162,0.679057938,8.04E-08,355.688898,0.032192737,-0.025014782,187.8566036,6.888126045
2.266221004,2.953553562,3.533897187,4.801152844,0.129071312,1.03E-08,354.3881606,0.0338149,-0.024322979,48.09236725,2.064561762
2.659724756,0.743441823,1.420100241,3.111040792,0.69128695,7.92E-09,407.7263295,0.030797695,-0.02770129,16.84586895,0.481558445
3.200092467,1.257664403,4.697068561,3.568988513,0.925571957,3.13E-09,330.8005747,-0.008301443,-0.008302373,3.63812186,1.787460052
1.812481604,2.095561038,1.69021793,2.018636128,0.533739338,1.58E-09,462.1619793,0.030240636,-0.027990333,56.45200528,0.534039697
3.627418488,1.375017171,1.174524329,2.216874626,0.498641204,1.25E-08,313.8009678,0.032682136,-0.025846834,17.65741516,0.200558923
4.370550787,2.82093138,0.904852755,3.80594524,0.218586758,4.26E-09,318.9148972,0.034919321,-0.023557278,4.100223773,0.329401231
4.00932945,0.66406522,3.035226833,4.674969943,0.620409379,1.12E-08,368.4452618,0.037600987,-0.020912884,28.5297941,0.973298547
0.678284714,1.87352958,1.011931081,3.330447743,0.581393553,2.58E-09,323.6183516,0.024666655,-0.032862385,20.80970784,1.726257743
2.662281263,1.977165668,1.124491479,4.054315588,0.636739754,4.75E-08,395.1400043,0.025047041,-0.033323485,4.622243036,0.639991093
0.972185803,2.131820309,1.850137163,1.272357578,0.073474958,9.99E-08,379.9351781,0.035871137,-0.02204793,237.0152117,0.892617874
1.589202571,1.139165558,1.767438544,1.453815906,0.54385114,4.41E-09,444.3619592,0.041664706,-0.016688117,174.4468486,0.539299931
4.93998167,1.411416069,3.219077796,2.894156091,0.585441359,4.84E-08,490.600831,0.027580192,-0.030945781,22.89647108,0.602047351
1.141229943,2.609201324,4.175353758,1.294493865,0.236777122,5.57E-08,450.7117169,0.042281222,-0.0154612,329.5676678,3.351094627
2.744996691,0.987356922,3.926073453,3.357477816,0.237499572,9.82E-08,335.8897326,0.034242774,-0.024185987,66.0543899,1.570686187
3.281700804,2.567169618,1.681180046,1.812439334,0.298596352,4.85E-09,487.1042571,0.026231636,-0.032182916,26.25054312,0.273013716
3.661092367,1.906638557,1.603897241,4.061896784,0.690549433,3.25E-08,378.4266865,0.024942792,-0.033498474,6.28528234,0.544631248
3.018419076,2.405468778,4.846061885,4.13649656,0.595639457,2.87E-09,394.8378722,0.031190668,-0.02706392,49.96747565,2.16575201
0.543968813,2.284018416,0.537063087,2.587043551,0.811186382,1.78E-08,384.3152475,0.018938825,-0.038132834,7.4850186,1.162799348
1.969075887,1.018778738,4.458742399,1.313647858,0.316092715,2.57E-08,356.1094047,0.038204625,-0.020128406,155.0036485,2.247729749
2.829702395,1.922031841,1.398778336,3.410487325,0.870861254,3.04E-08,479.0088576,-0.007129634,-0.007130705,0.709123229,0.511942796
0.895399246,2.669307882,4.762779454,4.967541582,0.719335546,2.60E-09,366.4477732,0.027404512,-0.029481978,108.2218911,7.637054899
2.07782119,1.580290592,2.040382782,3.301659041,0.405510503,4.98E-08,415.7192939,0.025138088,-0.033201416,22.94555445,0.888569835
0.64941399,2.916476926,2.481582983,0.660986108,0.135735859,6.95E-09,348.0067169,0.041554257,-0.015720562,541.8407977,2.025509917
0.853603237,1.63053775,3.682042763,0.577822891,0.281285296,2.71E-09,459.475075,0.040452098,-0.01733189,296.1171213,3.388060467
2.286154743,0.856964092,3.144510732,1.941628867,0.911091395,1.22E-08,454.8397319,-0.011593613,-0.011594229,11.17206897,1.025605884
1.097220893,1.4735867,1.930726984,1.381027131,0.329327038,5.33E-08,359.2624277,0.033912741,-0.024216175,184.0082751,0.877889278
3.053933817,2.879256016,2.992239121,4.158730432,0.346910864,8.59E-08,436.3108146,0.036007126,-0.022294354,39.42320286,1.123810204
3.602592361,1.299302123,3.78818098,4.301625502,0.220630038,3.14E-08,440.7747066,0.035532472,-0.022926086,41.43432995,1.308962927
4.102640146,2.6702454,0.690507257,1.663784471,0.776165541,1.03E-09,412.5022832,0.036036061,-0.022418874,12.75000659,0.083925859
1.400676099,2.703126704,0.550396874,1.965401496,0.298079807,1.86E-09,420.1196765,0.029362726,-0.028776736,12.29125474,0.285561871
1.25367162,1.375466311,2.561301226,1.563111355,0.347232424,1.42E-09,414.8909277,0.041171485,-0.016999347,258.0783974,1.290353581
0.970555282,0.708144145,1.09326478,4.587721463,0.422913298,1.59E-09,316.3728808,0.026525552,-0.03161173,10.69984776,2.144704948
3.363936123,2.311394773,3.489549312,2.761922006,0.440355452,5.84E-09,434.0530689,0.042737952,-0.015641972,89.16287912,0.977768986
3.679140769,1.278780748,1.463236053,3.452616698,0.420206711,4.75E-09,393.955002,0.02305291,-0.035469541,6.028090923,0.408691916
0.642137652,2.457309036,2.447829981,2.36966939,0.503369326,1.69E-09,387.6914561,0.037501369,-0.019552588,304.3386349,2.692864004
4.712955108,1.606637121,1.389519216,3.339563871,0.783061592,5.81E-08,471.9998438,0.031144514,-0.027374771,8.325986219,0.295162145
0.733870776,1.713166856,2.968176136,2.236349195,0.787356537,1.70E-08,304.6453427,0.032898077,-0.024357041,250.3497987,3.110254061
2.935833509,2.444773517,1.022240567,2.02855297,0.76848182,3.92E-08,350.2629836,0.025762626,-0.032604641,12.53225426,0.198791214
3.690772338,1.455908328,0.603980838,3.355160329,0.141012355,5.53E-09,324.2807,0.031842732,-0.026696916,2.369895831,0.287510286
4.419361057,1.607818363,0.730092371,3.159779351,0.769710923,6.61E-09,307.0682089,0.028479823,-0.030048731,2.555501241,0.223237898
3.713391195,1.440476172,4.794162987,1.820875794,0.158226596,4.32E-09,355.1353995,0.040070885,-0.018399085,92.13959862,1.414548988
4.107776374,1.418351288,1.140287984,1.172068026,0.162251393,7.53E-09,497.6952546,0.036098806,-0.022460978,41.69864656,0.09774956
2.027525866,1.814866442,3.688152139,2.158595122,0.903076494,1.66E-08,354.0458346,-0.011560622,-0.011561116,12.8183017,1.565477312
4.166713012,2.521998611,0.805667919,2.368389376,0.78745806,9.68E-09,432.741164,0.034247614,-0.0242159,8.01186902,0.151026305
0.860516809,1.40442078,0.986721585,3.3290795,0.54716942,4.74E-08,323.659778,0.018828458,-0.039112767,9.132997818,1.356168181
4.526674952,1.810636801,2.789943131,4.615379436,0.837473184,6.31E-08,420.369526,0.02950222,-0.028940232,14.0554614,0.781928451
2.964165693,2.176818314,2.591919186,0.662831589,0.940428178,8.70E-09,496.8962966,-0.009566234,-0.009566328,6.24414899,0.486336192
4.177839965,1.173598616,4.782111392,1.596474556,0.59957786,3.02E-09,358.3675047,0.045390671,-0.013090216,104.9584917,1.236493444
2.53543228,1.193807012,4.751759539,1.37172174,0.601608593,7.77E-08,469.6151233,0.04745396,-0.010892371,185.1695496,1.982877387
3.396099628,2.833532818,4.008238891,2.760324839,0.728984326,2.95E-08,499.5142761,0.038367442,-0.01989084,77.84434424,1.212668125
2.868811974,2.308836433,3.209458236,2.433653632,0.258925057,1.91E-08,417.7108177,0.037934717,-0.020414002,84.80734027,0.952836805
3.792152848,1.942966691,2.547321428,3.780669307,0.200412375,3.10E-08,361.8802201,0.034114858,-0.024341944,26.11757507,0.698436716
0.867334919,2.119300136,2.102803404,1.590871606,0.733622675,1.42E-09,434.706252,0.036916535,-0.020599849,266.2101397,1.328551039
0.771584378,0.573248608,4.761893961,3.175242646,0.360414315,1.37E-09,468.9696413,0.03874547,-0.018884948,353.4677496,7.34981401
1.611964553,2.045257414,3.213089651,4.477357686,0.171563321,2.02E-09,334.2700486,0.033722677,-0.024358041,65.11725462,2.450951341
1.217951061,1.773772183,3.105826375,4.59804983,0.333389953,1.97E-09,390.5031528,0.032664686,-0.025238487,74.70383947,3.19344698
4.42302605,1.864374199,1.543555048,4.814530721,0.372773181,6.94E-09,363.837542,0.035091769,-0.023408387,7.122264453,0.57362315
1.486462943,1.398559567,0.71014018,3.979675184,0.918704894,2.06E-09,356.6717994,-0.001149882,-0.001153972,0.007543933,1.018223521
4.891393651,0.703684744,4.753348609,4.576945578,0.67816374,5.12E-08,472.1642521,0.034450931,-0.024062414,33.9369163,1.37383105
2.016031063,0.983348084,1.911808665,1.555388924,0.527770686,1.43E-08,384.3308014,0.043961003,-0.014484565,154.358956,0.496159815
1.319530621,2.876861783,2.491650605,1.38911425,0.921985825,5.45E-09,367.8152684,-0.010073725,-0.010074097,15.24097307,1.054333266
4.053643282,1.521748906,1.015879746,0.529196377,0.862825766,1.38E-09,420.7021083,-0.002195926,-0.00219599,0.24125618,0.060077874
3.46418499,1.66670789,4.266159485,3.680799608,0.510800771,1.52E-08,343.8803159,0.034537772,-0.023874681,52.94193645,1.47471868
2.741880724,0.631774475,0.624343248,4.718602345,0.865111672,1.71E-09,345.9786981,0.018009389,-0.040483197,0.559527157,0.738717866
2.999135979,0.593915574,4.252958429,1.341209053,0.413874192,3.07E-08,404.0577462,0.040191514,-0.0183075,113.9356998,1.355944216
3.736408002,2.292953618,1.131282558,3.366246089,0.257378599,4.03E-08,381.8545457,0.017850201,-0.04062213,2.374731091,0.338430555
1.528046336,1.84523666,4.489538507,3.859068916,0.259410359,1.22E-08,358.9964768,0.033954634,-0.024051288,115.8633608,3.662179781
4.983502622,1.771764961,3.783976868,4.674264058,0.646083972,1.99E-09,310.7902265,0.036417339,-0.022058861,28.62161598,1.003782494
4.88656923,1.107811326,1.241016181,3.410871008,0.500963289,3.75E-08,404.1548477,0.031698192,-0.026872473,6.594360526,0.276174761
3.426465589,2.361876829,3.046180968,4.866321797,0.643055762,4.13E-09,463.3218411,0.030875889,-0.027465558,21.38081336,1.185540825
1.397941029,0.920591448,1.906953415,2.051029135,0.667468368,2.79E-09,470.2754411,0.031706851,-0.026607168,90.24383489,0.822273837
3.561027091,0.974836859,1.302048945,2.074678402,0.070090586,8.73E-09,347.0879959,0.036082343,-0.022466921,28.19357709,0.208680909
0.82489284,1.651780428,4.366319897,2.943556295,0.098635633,7.00E-08,419.9282408,0.036591315,-0.021047003,289.343507,5.79031381
0.63793626,1.215699655,2.315852449,2.225758465,0.529409954,3.93E-09,471.1762619,0.031430608,-0.026211935,216.7186757,2.450640112
1.659572998,1.118657453,2.293446715,0.506415777,0.22193193,6.47E-08,381.7451857,0.05791861,-4.78E-04,386.5486474,0.696067783
2.581803305,2.113094111,1.264490037,3.792974113,0.619280392,1.28E-09,486.4273635,0.028395306,-0.029952848,8.572319108,0.618529486
4.407226274,2.127429363,2.223795542,3.882726687,0.546967165,1.47E-09,480.5957058,0.026454122,-0.032015841,10.72067659,0.540879052
3.772260814,2.561292674,4.422275808,3.861385721,0.577184323,2.50E-08,341.6267795,0.030945802,-0.02739742,38.65858982,1.461102572
3.842179345,1.544271417,2.134079197,2.052593,0.322209842,2.41E-09,351.7929666,0.034015999,-0.024493665,42.17856158,0.352092866
2.414720005,0.682712728,4.782216031,2.85030263,0.625859156,4.30E-09,336.0883997,0.034310161,-0.0240502,94.02776236,2.335237343
2.056707466,1.184165962,4.758390046,2.119880832,0.796543373,1.87E-09,339.2108703,0.045846638,-0.012319362,214.751485,2.555611168
2.169674433,2.950013658,1.152043967,0.5721638,0.948264128,4.62E-09,481.5724174,-2.62E-05,-2.63E-05,6.49E-05,0.133001197
4.944423037,1.990646438,1.297900641,3.031020236,0.804599948,3.64E-09,486.2275818,0.022151828,-0.036355139,4.214763664,0.235820548
0.680491361,2.274342712,4.382033316,1.056922997,0.551748884,2.97E-08,310.3794482,0.042655641,-0.014147902,528.6133304,5.984226371
4.401641733,0.518394574,2.267424135,0.860185958,0.224086633,2.54E-08,418.7206711,0.034158075,-0.02445291,56.60771004,0.267987317
3.104039339,1.79551433,0.51968292,3.899745809,0.663301289,8.13E-08,412.8463126,0.018991472,-0.039461149,0.557358943,0.445749667
2.473769386,0.593821644,1.732423189,0.542777911,0.893888407,2.81E-08,378.1095293,-0.018092346,-0.018092473,27.98820799,0.266615029
3.763659472,1.92307553,3.189330469,4.815537996,0.240679886,2.45E-08,426.3395186,0.039224253,-0.019205479,33.97304548,1.120851666
2.690010236,2.801927124,4.096696847,2.818649139,0.280396058,2.45E-08,489.4735651,0.03759416,-0.020646744,94.27536338,1.595892719
4.430404571,2.921047826,1.100248777,4.923573938,0.184107689,5.83E-08,334.0509765,0.033965199,-0.024477032,3.402337737,0.535834494
4.553158388,1.851381688,0.99743614,0.760989076,0.713049479,3.91E-09,324.0821819,1.07E-05,-0.058507222,4.24E-06,0.058386748
2.397744171,1.645512013,4.649416941,3.12588297,0.415905353,3.98E-09,306.6781142,0.028518001,-0.029766298,61.65704544,2.293213377
1.745725088,2.862542736,3.880167655,2.071971662,0.106426075,3.04E-08,372.7666616,0.037601495,-0.020443895,162.003858,2.052357881
3.165576479,2.18402458,3.154008204,4.295671218,0.837454992,2.87E-09,367.5256954,0.024477377,-0.033821185,18.04866144,1.184243732
4.605635055,0.662248199,3.961340555,2.125502309,0.551904714,6.67E-08,386.1639376,0.036126236,-0.022425586,56.91268539,0.823600411
1.447979851,1.664313944,2.429844626,1.672194106,0.347984863,1.17E-08,400.6620062,0.032291327,-0.025899014,129.317355,1.041839032
3.303349626,1.100612546,3.913050863,4.358989072,0.359584678,3.98E-09,451.5647988,0.034673196,-0.023778001,43.96020511,1.503433494
3.34202099,1.674510804,2.173113461,2.185938912,0.311226098,3.57E-08,378.4226781,0.033160972,-0.025308262,44.16385298,0.430038407
3.799008601,1.63866393,1.598425576,0.575749939,0.459932155,4.21E-09,366.1226219,0.036088034,-0.02242726,73.24942751,0.153087538
1.092054583,1.955362007,3.780560396,2.256300954,0.35333752,8.44E-08,465.3757641,0.039609685,-0.018200576,276.4361282,3.179136272
3.721212341,1.391926226,2.388525315,3.445350211,0.543151674,9.25E-08,469.9593341,0.029210916,-0.029280906,20.28744175,0.60993161
4.590646343,0.910676124,4.916196969,1.644617925,0.746165527,2.16E-08,346.5531929,0.044698034,-0.013784735,92.65445753,1.190255413
1.30857399,1.759298586,2.07268332,2.443944166,0.657015155,1.69E-09,362.9343645,0.028724226,-0.029331259,71.57013439,1.098625874
1.568944962,2.575507211,4.647773392,0.755218122,0.315011203,3.36E-09,465.0232742,0.043457625,-0.014521781,191.1535423,2.958614635
4.871277923,2.16003057,4.698331469,3.146417562,0.52586691,1.07E-08,315.8816489,0.032001645,-0.026447636,38.34111839,1.155960218
1.314396287,1.345919665,1.588338262,3.903327157,0.806113544,5.05E-08,365.1693561,0.026353646,-0.031730581,20.57701423,1.417350662
4.34473292,2.838807557,4.091995317,2.359906526,0.111385611,2.34E-09,389.6700214,0.039646819,-0.01877007,70.62666171,0.9427915
2.715250354,2.780518928,2.448835273,2.391046848,0.12046754,1.62E-09,337.414323,0.034171795,-0.024130293,59.29068489,0.658197385
1.612539835,1.023370998,4.628861273,0.897271244,0.550553061,1.41E-09,335.9828393,0.041111979,-0.01709597,187.4581706,2.892851623
4.418374556,0.598543963,2.525559227,1.40873389,0.625203616,1.03E-08,384.9724116,0.03610441,-0.022473307,58.47716071,0.352134748
2.503873648,2.353271771,3.849366728,1.196038864,0.240271714,5.88E-08,450.9043449,0.041406612,-0.016897481,144.4638527,1.320834167
2.816678093,2.569025653,2.601353341,2.667594959,0.720698114,1.22E-09,468.0465959,0.036654389,-0.021617373,62.833145,0.736586608
2.116550162,2.919661415,1.525103401,2.881649934,0.631637039,2.66E-09,495.8470185,0.018718033,-0.039445301,9.909102753,0.576432524
3.168278831,2.724590985,1.39707558,4.770230591,0.880960341,2.44E-08,314.79681,-0.006347334,-0.006348988,0.275812666,0.770565772
1.235857427,2.001336921,2.414440374,0.829541769,0.202058782,4.48E-08,343.3364402,0.039263568,-0.01882778,265.7147614,1.054666523
2.259866915,1.825130848,3.899725957,3.199405879,0.726236839,4.12E-08,451.3259685,0.030857851,-0.027346266,67.38451457,1.83952317
4.862355451,0.569602628,3.222821683,2.869243373,0.125278782,3.72E-08,408.1197412,0.038270106,-0.020305238,45.09722756,0.610901625
1.661600447,1.116641117,3.598831805,2.823048941,0.558763169,1.82E-09,365.5359548,0.033352788,-0.024884659,110.576632,2.092335803
3.45531499,1.649036879,1.770468578,4.429216793,0.546705626,6.23E-09,341.1179322,0.016754456,-0.041702029,3.068649556,0.691057144
1.963355289,2.07125975,2.666459057,1.424923118,0.39954654,9.32E-08,356.0955103,0.037162826,-0.021089903,141.4248434,0.867394539
3.980629066,1.893129583,0.699778692,0.683479735,0.810114033,9.50E-08,385.8577901,0.036053145,-0.022438046,45.10247415,0.036844462
1.088931473,2.356589974,4.178895872,3.525221784,0.05393358,1.60E-08,335.4302439,0.035793016,-0.021930848,178.9069363,4.383570337
4.864194703,1.199417327,4.95451473,2.053208589,0.518161462,2.62E-08,492.8451912,0.044682618,-0.013828634,87.11705157,1.167253869
2.542052936,1.912381519,2.330955782,0.579154623,0.245438195,7.99E-08,321.5176889,0.037605772,-0.020808293,111.4383985,0.472060586
1.562227085,0.720355608,0.549336439,1.631183033,0.719148757,7.94E-09,497.1154869,0.016964188,-0.041507771,5.149550114,0.190275888
0.830735363,1.534163809,1.264066878,1.891970484,0.088760684,1.88E-09,468.3786572,0.036072824,-0.021945191,131.6219082,0.784389164
1.263910573,2.375402082,3.43637095,3.275772696,0.798399219,2.18E-08,384.6303235,0.033810467,-0.023837784,127.5935332,2.714484944
2.838982769,2.233502134,3.254356932,1.276636073,0.804283004,8.32E-08,447.9632669,0.043108581,-0.015132805,139.5799341,0.852636842
2.016514294,2.976606843,4.045391238,2.358744566,0.799579411,2.48E-08,434.3030487,0.041618001,-0.016244823,167.2467044,1.969760291
4.229975146,1.194727815,1.642478049,2.6711395,0.187311674,4.04E-08,342.6573836,0.036088278,-0.022470481,23.06607338,0.285432972
2.438993856,1.745473248,3.93634362,2.566568261,0.617365867,7.01E-09,367.8140172,0.036303166,-0.021973257,99.934837,1.60156481
1.619214227,1.323826034,3.595928097,4.88273345,0.062930623,1.56E-09,402.6245126,0.035927866,-0.022261948,75.44741814,2.996127408
3.27715244,1.601507785,1.95266524,0.70476907,0.813166332,2.18E-09,427.568836,0.044441073,-0.013981316,128.7744857,0.264577893
3.680497476,2.642375325,2.954696666,4.779356839,0.700677674,9.23E-08,408.5789963,0.022511027,-0.035825417,10.39485737,1.051587536
1.251688586,2.210522688,1.162732138,3.118717463,0.528038358,9.69E-09,394.5974922,0.024559191,-0.033452473,16.12811839,0.904122069
1.254286473,2.706102978,2.536540265,4.080774717,0.70753229,1.06E-09,388.6304547,0.027124324,-0.030536826,44.61380496,2.234056485
0.665021421,1.008777771,4.465388028,2.436766781,0.134891687,8.14E-08,399.6528999,0.035826367,-0.021791905,379.2665377,7.101820373
3.813809068,2.683402795,2.395361209,2.542270466,0.525790249,9.90E-09,386.870304,0.046909377,-0.011497103,73.41616382,0.472242266
3.487120374,0.649405685,4.278050179,4.456969246,0.312148843,4.70E-08,408.2660155,0.038604965,-0.019868237,55.3298359,1.632070315
2.635838941,2.721498201,3.156140144,4.531705233,0.925357517,1.25E-08,477.5970598,-0.012273619,-0.012274606,5.086874545,1.47378677
4.29876702,1.322684449,1.363445209,1.574099966,0.821406156,1.60E-09,426.5658626,0.035346841,-0.023194793,33.80116789,0.143965048
4.125515688,1.286469084,3.114978101,1.396588454,0.709948126,1.70E-08,444.524175,0.039482541,-0.019012932,79.37455909,0.550073205
3.13409464,1.780221442,2.776924981,2.733058282,0.890372872,9.88E-08,419.4966267,0.026001011,-0.03236622,29.5710492,0.738375486
4.407220762,2.851725469,2.293886008,4.551246622,0.362158974,1.17E-09,428.6035365,0.027701666,-0.030728547,9.652809519,0.667433112
1.426285445,0.619453412,1.038336978,1.95059792,0.860791909,4.83E-08,415.6699657,-0.005031605,-0.005033048,1.072217458,0.400458364
1.003638287,1.380577438,2.375188987,3.434065769,0.342714409,2.96E-09,305.3733044,0.028271173,-0.02969028,70.15335929,2.219311287
1.713873252,2.641429972,0.827430693,3.686682595,0.709517048,6.13E-09,499.9196764,0.021699589,-0.036398308,3.619782317,0.773376467
0.756890852,1.490136194,0.944460731,4.004035992,0.712775221,5.56E-09,306.721848,0.026222478,-0.031468572,13.15240616,2.076968525
2.890262876,0.997892244,2.371624398,3.037660061,0.066514889,6.27E-08,379.0296016,0.03188082,-0.026616572,36.1220964,0.699555359
4.714725615,1.561985453,1.874216669,2.311048302,0.374953728,1.02E-08,321.0231357,0.036086581,-0.022458427,29.77643484,0.260221687
0.677045933,1.463881254,4.664949466,4.85157195,0.067489405,7.84E-09,319.3856901,0.03975149,-0.017620425,287.4143488,9.756735464
1.049494613,2.788540504,2.190676124,3.25098839,0.947382816,4.33E-08,458.7053903,-0.01249433,-0.012495728,12.66366665,1.785218868
2.534895627,2.404835939,3.910361549,3.778543452,0.159977086,1.25E-09,385.1851559,0.030683919,-0.027558447,51.59177312,1.785751857
4.702437579,1.762788889,2.886113869,2.052422806,0.538529806,1.49E-09,460.2277417,0.033146912,-0.025357775,41.19030175,0.461303605
1.922702472,2.970926417,3.668385509,3.514771315,0.761500615,1.11E-09,354.5572941,0.032203681,-0.025703939,75.76117623,2.049249673
2.782556639,1.663193828,1.670521924,1.66008948,0.231137242,2.38E-08,351.2925584,0.036053678,-0.022397437,63.44157912,0.302940324
0.687077866,0.645594577,4.738572378,1.602936129,0.486547401,1.13E-08,350.2462764,0.038194253,-0.019346705,450.7301856,7.200946949
1.167544404,1.155685805,2.885398236,3.716249908,0.596685885,5.65E-08,423.2291253,0.022847733,-0.035176718,45.69244234,2.552910196
4.939835553,1.590176201,4.240958321,2.846276313,0.194184279,9.93E-09,462.999878,0.037382011,-0.021130459,51.48646956,0.93067061
4.843034134,0.89225656,2.142705621,3.574744747,0.750699914,2.78E-09,390.452202,0.027151833,-0.031397554,10.99223456,0.43576224
0.522229914,2.868912816,0.950951071,1.712473208,0.319402811,4.08E-08,375.8497781,0.029311314,-0.027736391,105.9807839,0.84017033
4.783153034,2.417122245,3.531702415,3.194255035,0.239920769,3.88E-09,494.7159108,0.026587018,-0.031873716,21.8454403,0.749357026
3.37603972,1.170718001,0.534918418,2.497701424,0.552459872,7.44E-08,323.3508072,0.025968594,-0.032576989,2.406986023,0.179612832
4.405632325,1.977011334,2.638818395,3.186321291,0.419282265,3.17E-09,397.3265364,0.03646065,-0.022026075,33.33317793,0.542787734
2.54632935,2.303622893,1.367608562,1.808958795,0.87825735,2.16E-09,381.6975506,0.025172939,-0.03311924,24.63308655,0.269942739
2.820182129,2.853197322,3.32318977,3.719529336,0.842056428,9.70E-09,319.6253193,0.032272334,-0.025898406,44.41812025,1.267062213
2.699809611,2.704088373,4.907389429,4.126682148,0.485015597,1.26E-09,353.6400724,0.032588056,-0.025595662,61.67056333,2.461639659
3.500889159,1.787980565,2.589813078,1.669624132,0.373337397,1.18E-09,305.6882425,0.04180426,-0.016670163,92.89595167,0.483328801
1.128430646,2.436631549,4.178742154,1.852792519,0.342966183,9.82E-09,475.3908578,0.042050738,-0.01565097,328.7943438,3.531532638
0.634881154,1.905361885,2.785028841,3.475194214,0.290807261,2.69E-09,421.5699058,0.028477347,-0.028820904,135.2240691,4.20000858
1.885684737,1.881759725,2.73128014,3.630133284,0.540093068,1.04E-09,463.0036996,0.02113073,-0.037066589,23.28285735,1.457121191
3.671063432,0.786854896,4.686905719,3.66844858,0.774480744,3.91E-09,404.3108905,0.033893577,-0.024555845,51.79806224,1.61336796
1.408340535,0.815344145,4.504846409,3.572143271,0.329680947,9.01E-09,419.9019659,0.036405453,-0.021706989,153.8034756,3.87528223
3.53044595,1.823834038,4.036102093,2.267634726,0.221084681,6.15E-09,440.1708956,0.036401627,-0.022036288,74.08987651,1.122731372
4.864604207,1.172153862,1.83315089,2.276841535,0.477935426,1.87E-09,481.6023255,0.040291601,-0.018281285,35.67070968,0.242758206
0.922553221,0.552592256,2.952537871,1.646679306,0.112130975,1.44E-08,318.3503776,0.036347158,-0.021873454,282.095848,2.283891135
3.526709532,2.30709801,1.50753755,1.20575165,0.681151106,2.63E-08,366.1896789,0.033937425,-0.024482077,53.26284859,0.175033368
2.496875987,0.581216492,2.497625141,3.616598207,0.51652244,2.24E-08,441.8052381,0.03250929,-0.025966461,37.25063508,0.997468763
4.406640145,1.988192103,2.678958796,0.919349537,0.496737327,6.13E-09,491.6701126,0.040452765,-0.018037603,79.20603747,0.368792003
