LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn",PDmax,flux (W),A,Qin_per_A,efficiency,V_diff
4.494668822,1.104003191,4.273957195,0.81019716,0.087816732,3.9e-08,311.0777069,0.038118446,-0.020425496,57.01849732,0.892183635,1.8923129542764338e-05,47147.78456617105,0.0012093568731734487,0.058543942
2.079117556,2.203205276,0.966094547,4.390146066,0.112475263,2.52e-08,369.783239,0.032643292,-0.025658707,6.502582999,0.902537965,2.0206721154558412e-05,44665.23579439792,0.0001455848801276356,0.05830199899999999
1.026801574,2.289961734,4.269780944,1.784515042,0.056678277,1.32e-09,424.1608171,0.037944769,-0.019819937,291.5249882,4.021310216,2.1415523244869793e-05,187775.48276637727,0.0015525189119748061,0.057764706
3.926797843,0.721445849,0.873172186,4.906004764,0.417547994,3.71e-08,305.1108569,0.01209859,-0.046461376,0.314558518,0.576955996,2.4831312410794716e-05,23235.018208267742,1.3538122293705383e-05,0.058559966
3.281981285,2.19218069,3.38798932,3.179761703,0.471705239,2.49e-09,395.2965268,0.034358367,-0.024017703,51.49057671,1.022365721,2.158935612029952e-05,47355.08161073477,0.0010873294894359925,0.05837607
0.955052043,0.660236778,2.623718146,3.761192694,0.810848253,1.14e-09,388.4261485,0.015616692,-0.042309461,22.76762111,2.826217746,2.103046739104865e-05,134386.82524017245,0.00016941855028802365,0.057926153
0.878480628,1.990356624,4.585507702,2.503938282,0.598321679,6.63e-08,451.3698531,0.041291123,-0.015974578,386.4535986,5.635492367,2.729658780516643e-05,206454.09628574052,0.0018718621018065592,0.057265701
3.654361092,2.348952943,2.134351382,0.771646296,0.598551437,6.05e-08,355.9225797,0.036026298,-0.022384582,75.88703677,0.283224986,5.15089382797583e-06,54985.5996762605,0.0013801256550224274,0.05841088
0.827433529,1.027424727,1.792185185,4.089197073,0.316880986,2.74e-09,343.5062348,0.033554804,-0.024371377,60.03324565,2.579339972,1.993346043916525e-05,129397.50124529882,0.0004639443967020274,0.057926181
4.198370267,2.604055019,2.753307078,0.657494786,0.800517537,3.63e-08,351.1877915,0.036025864,-0.022331065,61.08129169,0.398511711,8.012999259382085e-06,49733.152106984075,0.0012281805818099814,0.058356929
3.678090022,0.575884514,2.551757836,3.65296023,0.199246978,1.25e-09,360.7479645,0.036082701,-0.022459362,31.61903989,0.70026824,1.985558649554906e-05,35268.071288499894,0.0008965344214984118,0.058542063000000005
0.866069513,2.609532159,2.049926208,0.603147079,0.097834633,3.72e-09,419.8329747,0.036726681,-0.02102429,325.1244777,1.059152362,4.565983857151492e-06,231965.8577726021,0.0014016048776398897,0.057750971
0.881769713,1.650822627,3.621835844,4.380373565,0.222443022,1.77e-08,394.3050971,0.03568602,-0.021978131,158.2215194,5.033800147,3.2305367449834e-05,155819.31252807548,0.0010154166183443513,0.057664151
4.939878103,1.04396985,3.918028253,1.209362161,0.290963497,3.36e-08,367.378913,0.045038929,-0.013524297,86.63312585,0.698772611,1.681350222776482e-05,41560.20569266576,0.002084521103929194,0.058563225999999996
2.184218581,0.834445362,4.338427861,2.814221729,0.304079952,1.05e-09,374.8628317,0.034726994,-0.02364087,102.2304171,2.173469055,2.6741800245076788e-05,81276.09342232445,0.0012578165705971287,0.058367864
2.167889662,2.883267919,4.877854721,3.18717817,0.653462239,4.49e-09,374.184732,0.040700063,-0.01727386,141.0800288,2.749866699,3.395157136650654e-05,80993.79758642815,0.0017418621302384802,0.057973923
4.157598053,0.681663969,1.699952865,2.558954333,0.246042129,2.68e-09,494.4813389,0.015281789,-0.043305369,4.691108199,0.288274841,9.438087021601181e-06,30543.77866406808,0.00015358637353271072,0.058587158
4.762618598,0.99773355,3.722420671,2.033435702,0.658992474,9.94e-08,346.5993976,0.037155333,-0.021375405,57.87300624,0.705682191,1.7991276406056322e-05,39223.57564149531,0.0014754648267909349,0.058530738
4.937004787,1.369555869,2.27416206,2.605164333,0.132018956,2.2e-08,463.6123121,0.03595241,-0.022601507,30.68914725,0.346922808,1.1958694277078776e-05,29010.090898046186,0.001057878355426556,0.058553917
3.890201834,2.050587122,3.546868874,1.901370892,0.182482215,6.48e-09,441.6421675,0.0374012,-0.021055228,72.17703526,0.779213011,1.61954900782949e-05,48112.96275895328,0.0015001577770549718,0.058456428000000005
2.193168135,1.862002713,2.641917607,2.471550562,0.507939304,1.42e-09,301.1140011,0.037800901,-0.020498279,93.54918813,0.927126458,1.3088290822699121e-05,70836.32771913026,0.001320638592403144,0.05829918
3.997161122,1.224319959,3.780059611,3.047921706,0.82361083,1.92e-08,451.2878741,0.038203365,-0.020258002,59.18132921,0.975618493,2.357867738861942e-05,41377.15092835937,0.0014302900968814138,0.058461367
2.408999042,1.033857136,4.257362973,4.948954497,0.635431159,3.78e-09,381.0649415,0.027004005,-0.031315323,34.89338189,2.507138522,4.261729009724792e-05,58829.13991666266,0.000593130920143146,0.058319328000000004
4.578594733,1.527860841,4.56305455,2.75391479,0.65823338,9.18e-08,411.0406178,0.034007915,-0.0244572,48.48725925,1.127470309,2.840551349685645e-05,39691.95308244555,0.0012215891505586891,0.058465115
1.00038867,2.260078631,4.164886387,1.373729348,0.612520699,7.57e-09,350.6541791,0.043431202,-0.013967201,400.3269167,3.813358211,1.923341093817442e-05,198267.39122134898,0.002019126363815765,0.057398403
2.716812969,1.043632331,2.566216087,2.646800373,0.610537031,3.91e-09,307.096681,0.031799655,-0.02666025,48.74637346,0.748787477,1.3591017219690532e-05,55094.29242096494,0.0008847808242555924,0.058459905000000006
0.551091401,1.416697199,1.63304804,4.398868083,0.182408311,4.98e-09,467.2043317,0.033288617,-0.024164509,66.68716747,4.040856589,2.2016886312583934e-05,183534.42587794145,0.00036334963945319955,0.057453126
2.608972889,1.477293567,2.16644079,0.598130569,0.539365061,1.09e-08,479.2968987,0.041606072,-0.016823889,137.0542675,0.400245543,5.051225874148086e-06,79237.30852117226,0.0017296683854850902,0.058429961
0.753364741,2.941141324,0.591063047,3.557993536,0.39746114,7.47e-08,332.4941273,0.032201698,-0.025235039,10.15873549,1.539290895,1.3008673527746708e-05,118328.04410970774,8.585230632715721e-05,0.057436737
1.034680623,2.886665892,2.857969254,2.965855086,0.448283494,2.95e-08,457.4112192,0.025573424,-0.031953859,82.13740499,2.397247734,1.6964284647961386e-05,141311.45425504752,0.000581250864786611,0.057527283
1.02886811,2.500343957,2.772760101,1.263010975,0.521240516,1.43e-08,448.2305347,0.042018974,-0.015597642,359.1269239,1.712871405,9.28339530066798e-06,184509.1531195221,0.0019463908311766155,0.057616616
3.42144636,1.104147302,2.863627092,4.178643977,0.165556555,2.12e-09,335.6750004,0.026152175,-0.032334413,17.39655687,0.963698239,2.5661425608554758e-05,37554.35312521108,0.00046323676011666683,0.058486588
3.857201957,0.670093285,4.883140512,2.159980801,0.37353896,1.99e-09,384.3657605,0.03610818,-0.02239869,71.10058206,1.44252008,2.8510578320624218e-05,50595.95998992759,0.0014052620421502896,0.058506869999999996
3.125159443,1.292260344,4.601543016,1.82210913,0.107104605,1.01e-08,384.5515842,0.038243599,-0.02019946,99.37218516,1.55487901,2.4494279809727732e-05,63479.27034713185,0.0015654273374062163,0.058443059000000006
2.186917608,1.7648145,2.159971347,3.373362708,0.156675226,3.18e-08,467.5321812,0.030776839,-0.027556878,34.33904406,0.91264319,1.6045052179586088e-05,56880.03876741169,0.0006037099271400969,0.058333717
1.785704388,2.444319775,2.407802808,4.542165877,0.282672265,2.83e-09,318.9550243,0.038893446,-0.019216853,50.79748835,1.698533979,2.6428785216395863e-05,64268.3333756205,0.0007903968514806622,0.058110299
4.408696077,2.645807347,2.12239813,3.334476667,0.852163634,1.59e-09,412.593847,0.030369933,-0.028034163,16.46559072,0.440321402,1.5623308464994927e-05,28183.62083719781,0.0005842255264188089,0.058404096
1.506181273,2.612160214,4.093231836,3.833679461,0.484439042,5.87e-09,452.3496994,0.036364957,-0.02147225,125.6959686,3.20985024,3.145164507293718e-05,102056.67247472348,0.0012316291091220056,0.057837207
4.834501427,1.399188903,2.858169514,4.264006533,0.172073481,6.86e-08,457.2381188,0.032876987,-0.025649773,18.89130196,0.69408245,2.6350884684225674e-05,26340.00559440404,0.0007172094892801949,0.058526760000000004
0.554695136,2.218085859,3.074449176,0.746328362,0.395807484,1.23e-08,329.5987049,0.039128683,-0.017824522,547.0820237,3.609589942,1.000924375973268e-05,360625.64052255655,0.0015170358461125033,0.05695320499999999
4.86445472,1.282085494,4.338561015,3.992220315,0.154281195,4.37e-09,405.1010286,0.040861109,-0.017650468,49.9063944,1.123288899,3.4760934724376526e-05,32314.69199279846,0.00154438712926993,0.058511576999999995
0.694219604,0.652263858,4.12667669,3.261679168,0.230194397,4.44e-09,471.5117413,0.037119419,-0.020607593,323.1723269,6.53404703,2.766801149875453e-05,236158.89527493253,0.001368452907622928,0.057727012
4.510144012,2.253913164,1.094951853,0.812785084,0.096826862,1.84e-09,363.7037153,0.032481107,-0.026050049,40.14926145,0.070288813,1.8595391531610205e-06,37799.04977021669,0.0010621764751778265,0.058531156
2.874654991,0.524568881,3.712615628,2.788600648,0.444404745,8.84e-09,385.0233798,0.034381645,-0.024101901,69.98548618,1.273001904,2.1559808375295855e-05,59045.14000498538,0.0011852878352746879,0.058483546
4.968341583,1.522956469,2.45946258,0.871061351,0.77597251,3.83e-08,460.8717023,0.045105161,-0.013409561,87.46534003,0.276889065,6.8077040596262e-06,40672.89978748041,0.0021504574418596736,0.058514722
0.832084541,1.323448173,1.825920064,3.811762408,0.577372261,8.65e-08,317.8639042,0.030335932,-0.027458282,56.49908475,2.362973592,1.786351673515972e-05,132279.3057510953,0.0004271196044550769,0.057794214
2.99234428,2.233443846,0.725084694,2.959257713,0.595710775,1.01e-08,471.898658,0.0177006,-0.040718579,1.628934747,0.292874993,9.282954025423062e-06,31549.762306040557,5.1630650373810334e-05,0.058419179
4.86186141,2.415613682,2.692623022,4.791080918,0.230525627,2.16e-09,362.2313433,0.029196936,-0.029273348,11.50228817,0.734098841,3.0204675101428127e-05,24304.146246727567,0.0004732644402824364,0.058470284
2.853940299,1.26023659,2.099465063,1.324109172,0.359504459,2.32e-08,300.2900633,0.03880157,-0.019693919,99.24851654,0.387446791,6.161018650132118e-06,62886.8070366402,0.0015782088679136485,0.058495489
3.332293872,2.529067536,1.631808679,3.227150536,0.810717893,3.26e-08,346.831829,0.021435647,-0.036918672,7.685005156,0.444396424,1.3077300146864811e-05,33982.276082157594,0.00022614745220185574,0.058354319
3.6308691,1.234791901,3.626022783,1.452119606,0.129070566,1.39e-09,317.9001282,0.037503465,-0.021003016,82.37170247,0.833591591,1.5256692572964657e-05,54637.76549297131,0.0015075964715393867,0.058506481
2.545434791,1.6158159,3.962684243,3.263292431,0.822137588,5.02e-08,318.4769814,0.036168544,-0.022091022,81.97087684,1.691677684,2.635194389994237e-05,64195.55575950128,0.0012768933280535993,0.058259566
3.32401136,2.317546318,1.601552836,3.751923661,0.485321024,4.56e-08,438.5671468,0.019718595,-0.038693004,4.941060632,0.535526096,1.6641902644471285e-05,32179.37921166187,0.00015354741928052328,0.058411599
3.129414404,2.232300573,0.722513465,3.750369482,0.803432688,8.81e-09,342.7952671,0.024468337,-0.03392786,1.881452661,0.427447246,1.4587296958623256e-05,29302.704072759367,6.420747574450141e-05,0.058396197
4.555211047,2.968421181,4.319387153,4.167832958,0.336205777,1.32e-08,486.9484726,0.027933227,-0.030455547,23.89539503,1.215491226,3.6027936943292475e-05,33737.46401058623,0.000708274783857555,0.058388774000000004
0.704508712,1.062902561,0.544818835,4.340976026,0.354958656,2.67e-08,403.2889093,0.032612248,-0.025304052,6.435496585,2.398398396,1.914090042127751e-05,125302.27644535885,5.13597738809347e-05,0.057916300000000004
1.764334353,2.155794784,4.717006223,0.847722768,0.726444381,2.26e-08,392.0196516,0.045900972,-0.012002709,203.8761063,2.726995176,2.2968781599206307e-05,118726.1572505105,0.0017171962019273,0.057903681
4.776851678,2.024204771,3.324289433,2.044702207,0.756496556,1.08e-09,386.8567036,0.037532052,-0.020920369,56.14302912,0.57632114,1.523170734966613e-05,37836.9362521026,0.0014838154111085074,0.058452421000000004
4.506187028,2.787746136,1.948309858,3.592051342,0.25668021,1.76e-09,438.5175279,0.030219942,-0.028240542,12.59869856,0.431658059,1.669874414634398e-05,25849.731885047604,0.00048738217541387854,0.058460484
3.29059669,2.379495409,0.540525489,1.35804176,0.126041094,3.25e-08,325.7200712,0.036055807,-0.022432052,14.81431045,0.068061733,2.136445226162587e-06,31857.46686436247,0.00046501846845117844,0.058487859
1.748215323,1.920671541,1.559621377,2.987193066,0.111652667,7.59e-09,476.0344361,0.033499003,-0.024769515,37.58929181,0.743152044,1.1355741253153856e-05,65442.847581050926,0.0005743834994870247,0.058268518
1.346545219,1.186664674,1.119777357,2.333460437,0.585953794,1.23e-08,385.6790698,0.033066548,-0.02522356,41.61846817,0.552251523,6.698938940294135e-06,82438.65602031475,0.0005048416626266234,0.058290108
2.586642822,1.686087285,3.254747993,2.255172249,0.700466691,3.51e-08,314.8009151,0.040368409,-0.017956348,112.7545473,1.053387539,1.5679186370597246e-05,67183.81388561011,0.0016782992923262807,0.058324757000000005
3.126452503,1.948283507,2.878834269,2.334192502,0.414451203,3.15e-08,429.4693717,0.036044759,-0.022367107,67.06423123,0.723734562,1.3736141384761783e-05,52688.34541866877,0.0012728475471586456,0.05841186600000001
0.849805866,2.722501527,3.155523901,0.619045275,0.072762268,7.67e-09,355.1164928,0.040487282,-0.017128162,345.0062852,2.497203268,1.0340548142282082e-05,241496.21796053895,0.0014286198273149554,0.057615444
4.884776634,1.923262461,1.841187643,0.761285025,0.592606706,5.68e-09,460.0680815,0.058511091,-3.45e-06,148.8684735,0.160517757,3.969526826025146e-06,40437.50402380658,0.003681445655309422,0.058514541
4.93794835,2.079306046,0.657792271,4.353098188,0.310726419,4.64e-09,433.9551692,0.024065535,-0.034467785,0.719718593,0.353730853,1.938215450615622e-05,18250.33707618247,3.943590685452412e-05,0.05853332
3.641727713,1.796869618,0.667642463,4.822703645,0.439652409,8.51e-08,430.0682339,0.016462809,-0.042025296,0.384710214,0.583203103,2.3704216905896987e-05,24603.34822766975,1.5636498351364306e-05,0.058488105
2.912433649,0.627913766,0.618562995,3.597842014,0.489622534,3.5e-08,384.1649906,0.027852546,-0.03070312,2.101834196,0.416303458,1.3327087336486943e-05,31237.392499127927,6.728584007319683e-05,0.058555666
1.892874273,1.082146392,3.826061002,2.139657323,0.10806135,1.1e-09,492.3830603,0.037518457,-0.020826396,146.4861109,1.875738593,1.9216876250892768e-05,97608.92293370822,0.0015007450804419495,0.058344853
4.162077589,1.730004324,1.931043672,4.723701421,0.487383606,8.22e-08,354.8378336,0.021256118,-0.037229028,4.261157407,0.661343176,2.604228477792866e-05,25394.975196665582,0.00016779529706173918,0.058485146
3.581290276,1.275588209,4.083350837,3.482613889,0.4336877,3.56e-08,415.5411002,0.035225328,-0.023232531,53.7629034,1.301404289,2.8802353557884307e-05,45183.95645635548,0.0011898671036462063,0.058457859
1.231776227,0.954408994,2.442797707,4.299500971,0.691289839,1.99e-09,361.8110315,0.030906144,-0.027172248,51.70820943,2.34195538,2.4452969236954397e-05,95773.86522290857,0.0005398989516571342,0.058078392
4.59917233,1.760332105,2.538491454,3.946335368,0.63109932,1.42e-09,448.9609506,0.035696561,-0.022794362,22.12954238,0.59848357,2.2017501698758732e-05,27182.17435331186,0.0008141196540189121,0.058490923
4.201417593,1.307024484,2.807971711,2.206126921,0.216694146,4.13e-09,309.5582968,0.035107995,-0.023424855,48.42708635,0.507311461,1.2751701121337207e-05,39783.826187011575,0.0012172556285149426,0.058532850000000004
4.77409961,1.145269108,3.708641554,2.654159904,0.235525026,1.77e-08,309.1787736,0.035575436,-0.02296781,46.5183892,0.752573478,2.0798586972056822e-05,36183.875328217844,0.00128561102916809,0.05854324600000001
3.765737788,1.659963544,1.730762896,1.337594695,0.275905561,1.71e-08,462.1721939,0.036087201,-0.022430587,57.77748177,0.213521438,4.78469977026245e-06,44625.880045194135,0.0012947079522350438,0.058517788
3.260368382,0.833210645,1.047143073,1.814063452,0.211055396,3.56e-09,386.8536322,0.05554984,-0.003027864,64.65192433,0.161028198,4.38733482321404e-06,36702.96535107736,0.001761490487528203,0.058577704
2.382093663,2.819364333,3.002258008,4.001565476,0.64149188,7.79e-09,368.2360109,0.034696062,-0.023450252,49.52137668,1.395481685,2.5026079405315237e-05,55761.09874819691,0.0008880990115281996,0.058146314000000004
4.397287503,2.269051464,2.491210912,3.760071905,0.636897506,1.26e-09,440.3798688,0.019536404,-0.0389095,7.22271525,0.585261938,2.0344272538838205e-05,28767.897052239474,0.00025106858651796166,0.058445904
0.703484015,0.765534569,3.411260188,2.593281635,0.596013392,1.08e-08,340.2402694,0.031650105,-0.02603535,240.0186177,4.335941413,1.8361805708662066e-05,236139.16200815406,0.0010164286840812621,0.057685455
0.618651385,2.439693136,2.723565835,0.88929171,0.41893514,4.94e-09,337.0862483,0.040923205,-0.016129065,574.0388659,2.599293797,8.208650603053972e-06,316652.99483363936,0.0018128325809821694,0.05705227
2.194085151,2.51989332,3.291254677,0.756265769,0.331322233,1.22e-08,491.6301496,0.037840498,-0.020402887,126.9273817,1.081288547,1.1404295262235535e-05,94814.14871645822,0.0013386966335538846,0.058243385
4.147489989,2.419411544,2.94890001,2.184465041,0.869966381,7.82e-08,417.9328613,0.033887269,-0.024490809,47.5865703,0.552664536,1.346789878432913e-05,41035.69122772625,0.0011596385701393417,0.058378078
1.17687601,2.109769893,3.67671478,3.2410428,0.497098558,1.01e-09,460.2883389,0.035450636,-0.022317249,161.0967913,3.21006577,2.402259000490229e-05,133626.9640094978,0.0012055709900626772,0.057767885000000005
3.173588219,2.585811989,2.903854513,0.529202846,0.311180446,1.42e-09,405.0317918,0.039860038,-0.0185359,86.29201969,0.579934227,8.712426684884969e-06,66564.02951500496,0.001296376140668406,0.058395938
2.214008855,1.943383503,3.555063594,4.953753007,0.743109987,8.42e-09,348.3325621,0.035365131,-0.022793708,52.28510963,2.18882724,3.7178146011745746e-05,58874.02882619485,0.0008880844520485195,0.058158839000000004
4.86461479,2.116018438,4.43101821,2.137724975,0.169211112,2.59e-08,341.3470611,0.035610382,-0.022872964,53.87663608,0.953942901,2.4203790446090355e-05,39412.95488922441,0.001366977843488969,0.058483346000000005
4.289535154,1.645908699,2.445220795,4.316425987,0.739029414,1.45e-08,379.3718532,0.025696167,-0.032772801,10.2234077,0.680216622,2.4610638037549352e-05,27639.129914558434,0.00036988891226329796,0.058468967999999996
4.272479171,1.8217683,2.357433827,2.907350175,0.787053537,9.77e-09,471.9791721,0.025377162,-0.033090731,16.24710319,0.453777718,1.4010179288756397e-05,32389.144253433693,0.0005016218725284039,0.058467893
2.609119219,0.585942146,3.939105294,1.086977545,0.16241355,5.1e-09,312.2895832,0.037172096,-0.021315926,109.1936697,1.324451325,1.6698070700553053e-05,79317.62589531575,0.001376663364131889,0.058488022
4.391250693,1.231637744,0.63852396,2.815488911,0.496431328,2.17e-09,425.9251437,0.021945617,-0.036624605,1.473990298,0.177704975,8.334690655458048e-06,21321.124243960785,6.913286002812484e-05,0.058570222
4.158054541,1.863569876,3.867783603,0.893658226,0.271466728,3.49e-08,342.7022736,0.03928095,-0.019210516,72.3534709,0.793938478,1.5758375024533127e-05,50382.00174599043,0.0014360975823228012,0.058491466000000006
4.99872953,0.833540839,3.914573642,3.451320269,0.573808353,1.41e-08,421.1733695,0.025052002,-0.033496941,18.97485527,0.872112451,2.723549839785138e-05,32021.167311144243,0.0005925722533980275,0.058548943000000006
4.984865767,2.229108505,4.788999884,4.600603201,0.427940455,3.45e-09,376.6208334,0.035313643,-0.023130179,35.04788966,1.364019349,4.4100069702003454e-05,30930.095081868614,0.0011331322961417362,0.058443822
2.999442675,2.487528842,0.743604838,0.919602136,0.23535378,1.01e-08,320.3353793,0.036043373,-0.022403815,46.53623823,0.064368046,1.3986162436327685e-06,46022.664396353866,0.0010111591503964908,0.058447188
3.960443368,0.908386124,3.185855874,1.685801528,0.431308769,8.42e-08,416.4950135,0.035948304,-0.022598605,65.82963599,0.617526383,1.2991604441707438e-05,47532.726675200465,0.0013849328787684653,0.058546909
4.751445784,0.760782718,2.425282568,4.56038588,0.647500852,1.1e-09,436.6085494,0.029095106,-0.029454145,10.74542128,0.650365354,2.6679114909148047e-05,24377.321219790356,0.00044079581932392534,0.058549251
4.323413258,0.863788707,1.987848297,1.779547594,0.11382198,2.51e-09,436.0545238,0.036917831,-0.021663355,47.02404973,0.262071917,7.118330491196989e-06,36816.486298872456,0.001277255231481451,0.05858118599999999
1.613066458,2.692818905,0.906433521,3.442746525,0.350076201,7.88e-09,427.4068818,0.017771837,-0.040362797,3.485786657,0.746521642,1.2674125363392033e-05,58901.23543800935,5.91801959853392e-05,0.058134634
2.527448609,1.820473154,3.031943539,2.906681742,0.066015401,1.89e-08,400.0449562,0.028655152,-0.029704692,45.36961605,1.074886633,1.7641480372959997e-05,60929.50309587023,0.0007446247506501515,0.058359844
1.081217368,1.66815249,2.655683266,3.183474223,0.724545955,2.66e-09,403.8945234,0.036291752,-0.021535086,135.6266466,2.200656068,1.718716173781788e-05,128040.69116064534,0.001059246442444121,0.05782683799999999
4.793229623,0.766779548,0.970495062,2.371050057,0.626622141,7.29e-08,427.128022,0.019502037,-0.039096958,3.121605269,0.14506187,6.563739038166087e-06,22100.49320311345,0.00014124595502512305,0.058598995
3.227785855,2.123890017,3.256202782,1.849961617,0.106404921,1.93e-08,438.0518723,0.036105393,-0.022291951,79.32701885,0.800670173,1.4025214541877794e-05,57087.909108932654,0.0013895590167548727,0.058397344000000004
3.52265308,2.570464673,3.952752355,3.849264227,0.070359401,4.56e-09,417.389113,0.028054339,-0.030307556,30.71978912,1.322109211,3.044108626921995e-05,43431.7356255723,0.0007073120306505183,0.058361895
3.281577082,2.065136772,4.574179347,3.85742058,0.580964582,4.55e-08,331.167797,0.038061119,-0.020276119,69.11072743,1.768359924,3.580281022952888e-05,49391.6514559385,0.0013992390493695593,0.058337238
2.111732231,0.688196792,2.342618338,3.51826583,0.748730716,5.71e-09,342.1233077,0.038515991,-0.019882242,58.85117085,1.07216383,1.7866055128079468e-05,60011.22364807421,0.0009806694026957834,0.058398233
1.011009165,0.780992568,4.788827459,3.396352047,0.759106682,3.2e-09,352.0448042,0.039941682,-0.017735106,277.9721988,5.808278051,3.446807565923349e-05,168511.81680181928,0.001649570956361554,0.057676788
3.52207938,0.623272468,4.394432323,1.596727095,0.080856622,6.66e-08,483.9323314,0.036105421,-0.02241172,78.77702983,1.249065595,2.1860572857334317e-05,57137.82539696498,0.0013787194259266375,0.058517140999999995
2.840735755,1.150120101,2.459252283,2.710123411,0.555251336,8.26e-09,350.4113857,0.035622633,-0.022843406,54.63862064,0.685707365,1.3392690694290986e-05,51200.11957659129,0.0010671580670483587,0.058466039
4.334816751,1.462645139,2.308544186,1.880771588,0.483874879,9.67e-08,322.1783046,0.038496353,-0.020036801,54.99896573,0.337321638,8.866678024942445e-06,38043.74502503598,0.0014456769619764316,0.058533154
2.983580774,2.85745696,3.090736874,0.958693581,0.090380717,1.2e-08,479.7518452,0.036039514,-0.022298797,91.76649261,0.715350605,1.0471747806553894e-05,68312.43630144412,0.001343335087699984,0.058338311000000004
3.024220872,2.025940149,3.125238045,0.782247159,0.555758728,3.27e-08,478.5332032,0.045192907,-0.013178337,135.6357177,0.713690434,1.0379023455678995e-05,68762.77301497922,0.001972516694032296,0.058371243999999996
4.444941212,2.587434464,3.87494143,2.069900248,0.418441174,1.03e-09,322.1391191,0.036060172,-0.022369976,58.83022386,0.812957322,1.9299658122600907e-05,42122.88719498013,0.0013966332266751864,0.058430148
2.315672898,2.275878752,2.794504767,4.121316791,0.745525767,9.85e-09,459.4433332,0.028640519,-0.029541347,30.41578505,1.36171038,2.479450898456426e-05,54919.83651895379,0.0005538214783196412,0.058181866
1.103068528,0.781257826,0.971701884,4.634256872,0.41349521,2.98e-08,389.3290139,0.02220674,-0.035995027,5.172640338,1.873538016,2.2420541307048375e-05,83563.46041524936,6.190074360606605e-05,0.058201767
0.629522043,2.339801016,4.36231101,4.535381141,0.66522275,3.68e-08,364.7933866,0.028989924,-0.027506308,172.5987508,9.017738413,3.959943944210568e-05,227723.89054102445,0.0007579299228989166,0.056496232
3.898117651,1.187747204,1.893940624,4.640003756,0.141267332,2.07e-09,447.8209072,0.034817721,-0.02370129,12.17144801,0.681119302,2.5116645942931614e-05,27118.24276010397,0.0004488287872364093,0.058519011
3.291392981,2.097769617,4.870838571,4.584764044,0.169657044,6.89e-09,422.8659082,0.040723331,-0.017611274,71.65669161,2.108793091,4.4745129723896555e-05,47128.99714477259,0.0015204374366355033,0.058334605
3.668358956,1.352404934,1.030370489,2.872511382,0.175739172,6.89e-09,456.0060215,0.02800437,-0.030536976,6.685763169,0.258971235,9.312984984321648e-06,27807.54349287328,0.00024042983770621365,0.058541346
1.458338727,2.994180658,4.812130275,1.487370374,0.09097295,1.61e-09,314.8657721,0.037189665,-0.02069366,198.2290055,3.496763249,2.536886841302448e-05,137836.78452148646,0.0014381429905534352,0.057883325
1.11367164,1.158878699,0.909553131,4.091209623,0.537195973,7.69e-09,363.717404,0.019566101,-0.038582928,4.447857529,1.463287983,1.756528307743971e-05,83305.68750579379,5.339200314133004e-05,0.058149029000000005
0.565450996,1.197826177,1.539662621,1.461708387,0.764570953,4.11e-08,363.8633701,0.03066254,-0.026924933,235.6079911,1.213418922,4.507152395130731e-06,269220.74419114564,0.0008751479824033146,0.057587473
2.077644015,2.826680639,0.709609739,1.702432745,0.599370083,3.98e-09,365.9506185,0.040131683,-0.018113445,31.4542551,0.173317219,3.4018232329318834e-06,50948.33185986135,0.0006173755636694481,0.058245128
3.154629591,0.561611012,3.67300916,1.549644448,0.567459397,7.33e-09,400.4959745,0.047286836,-0.011228971,150.1663485,0.99168774,1.5892394204661128e-05,62400.147342755,0.002406506312800159,0.058515807
2.265098203,2.24172247,4.326344315,2.817420817,0.662561536,8.35e-08,356.6027606,0.036643096,-0.021487952,109.6787382,2.075970317,2.6655115191997764e-05,77882.62410598154,0.0014082568410991234,0.058131048000000005
2.468637149,2.313315977,2.453319868,1.948223787,0.355680791,1.16e-09,388.876722,0.036255811,-0.022066939,87.24105085,0.658351225,9.814354298956158e-06,67080.44206943102,0.0013005437674322704,0.05832275
4.568714125,2.590946444,4.678349338,1.193702223,0.375758664,1.52e-08,373.5555186,0.038744989,-0.019692545,66.37659272,1.060662993,2.331187752556018e-05,45498.82315729576,0.0014588639466679588,0.058437534
2.067149602,2.936098277,3.156345823,2.539280354,0.332843088,3.07e-08,447.0592096,0.03524851,-0.02287939,97.47822973,1.302155563,1.6410463670579915e-05,79349.10244702331,0.0012284729974744255,0.058127899999999996
2.812952701,2.939004798,3.33503211,4.432582575,0.69089804,3.32e-08,420.7001591,0.02751023,-0.030677155,26.45861066,1.456117451,3.077022745892468e-05,47322.284274426565,0.0005591152469852031,0.058187385
4.026438557,0.663191894,4.304386408,3.067487847,0.195476302,2.7e-08,430.7258865,0.031668741,-0.026850202,43.77644838,1.199905151,2.793722404086784e-05,42950.04934079078,0.0010192409334073655,0.058518943000000004
2.28444252,2.554598307,1.835600923,4.452510226,0.061722752,2.84e-08,342.1167788,0.027488992,-0.030783536,13.15123416,1.071861125,2.3194278061153027e-05,46212.30814660312,0.00028458293228460376,0.058272528000000004
3.299390151,2.115774834,2.094195746,1.381424833,0.586576802,1.31e-09,365.1004331,0.033439302,-0.024974875,62.34201692,0.337248215,6.293990391793574e-06,53582.575442079076,0.0011634755590908387,0.058414177
